['LFXS26973', 'LFXC22526', 'LFXS28968', 'LMXS28626', 'LMXS28636', 'LFXS26566', 'LFXS28566']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
the filter cover 	 should_be_rotated 	 counterclockwise to release the tabs, and remove the filter cover
Remove the filter from the inside of the filter cover by pressing the side of the filter in and pulling the center out. 	 paraphrase 	 the filter should be removed from the inside of the filter cover by pressing the side of the filter in and pulling the center out
the filter should be removed from the inside of the filter cover by pressing the side of the filter in and pulling the center out 	 talks_about 	 the filter
the filter should be removed from the inside of the filter cover by pressing the side of the filter in and pulling the center out 	 talks_about 	 from the inside of the filter cover by pressing the side of the filter in and pulling the center out
the filter 	 should_be_removed 	 from the inside of the filter cover by pressing the side of the filter in and pulling the center out
Place the filter inside of the filter cover with the side that says FRONT facing outward. 	 talks_about 	 says FRONT facing outward
Place the filter inside of the filter cover with the side that says FRONT facing outward. 	 talks_about 	 Place the filter inside of the filter cover with the side
Place the filter inside of the filter cover with the side 	 that 	 says FRONT facing outward
Rotate the filter cover clockwise until hooks b on the refrigerator wall engage and the filter cover locks in place. 	 talks_about 	 hooks b on the refrigerator wall engage and the filter cover locks in place
Rotate the filter cover clockwise until hooks b on the refrigerator wall engage and the filter cover locks in place. 	 talks_about 	 Rotate the filter cover clockwise
Rotate the filter cover clockwise 	 succeded_by 	 hooks b on the refrigerator wall engage and the filter cover locks in place
hooks b on the refrigerator wall engage and the filter cover locks in place 	 preceded_by 	 Rotate the filter cover clockwise
Place the filter inside of the filter cover with the side 	 paraphrase 	 the filter inside of the filter cover should be placed with the side
the filter inside of the filter cover should be placed with the side 	 talks_about 	 the filter inside of the filter cover
the filter inside of the filter cover should be placed with the side 	 talks_about 	 with the side
the filter inside of the filter cover 	 should_be_placed 	 with the side
hooks b on the refrigerator wall engage and the filter cover locks in place 	 talks_about 	 the filter cover locks in place
hooks b on the refrigerator wall engage and the filter cover locks in place 	 talks_about 	 hooks b on the refrigerator wall engage
hooks b on the refrigerator wall engage 	 Conjunction 	 the filter cover locks in place
the filter cover locks in place 	 Conjunction 	 hooks b on the refrigerator wall engage
Rotate the filter cover clockwise 	 paraphrase 	 the filter cover should be rotated clockwise
the filter cover should be rotated clockwise 	 talks_about 	 the filter cover
the filter cover should be rotated clockwise 	 talks_about 	 clockwise
the filter cover 	 should_be_rotated 	 clockwise
the filter cover should be rotated counterclockwise to release the tabs, and remove the filter cover 	 talks_about 	 release the tabs
release the tabs 	 should_be_rotated_counterclockwise_to_reverse 	 the filter cover
the filter cover 	 should_be_rotated_counterclockwise_to 	 release the tabs
the filter should be removed from the inside of the filter cover by pressing the side of the filter in and pulling the center out 	 talks_about 	 the inside of the filter cover
the filter 	 should_be_removed_from 	 the inside of the filter cover
the inside of the filter cover 	 should_be_removed_from_reverse 	 the filter
Press and hold the Fresh Air Filter button on the control panel for 3 seconds to reset the filter sensor. 	 talks_about 	 the filter sensor
Press and hold the Fresh Air Filter button on the control panel for 3 seconds to reset the filter sensor. 	 talks_about 	 3 seconds
the filter sensor 	 to_reset_reverse 	 3 seconds
3 seconds 	 to_reset 	 the filter sensor
the filter inside of the filter cover should be placed with the side 	 talks_about 	 the side
the side 	 should_be_placed_with_reverse 	 the filter inside of the filter cover
the filter inside of the filter cover 	 should_be_placed_with 	 the side
the filter cover locks in place 	 talks_about 	 place
the filter cover locks in place 	 talks_about 	 the filter cover
place 	 locks_in_reverse 	 the filter cover
the filter cover 	 locks_in 	 place
['To reduce the risk associated with choking, do not allow children under 3 years of age to have access to small parts during the installation of this product.', 'To reduce the risk associated with the ingestion of contaminants, do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system. Systems certified for cyst reduction may be used on disinfected water that may contain filterable cysts.', 'Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, which will not be covered under the product warranty.'] 	 talks_about 	 To reduce the risk associated with choking, do not allow children under 3 years of age to have access to small parts during the installation of this product.
To reduce the risk associated with choking, do not allow children under 3 years of age to have access to small parts during the installation of this product. 	 talks_about 	 the risk associated with choking
To reduce the risk associated with choking, do not allow children under 3 years of age to have access to small parts during the installation of this product. 	 talks_about 	 do not allow children under 3 years of age to have access to small parts during the installation of this product
the risk associated with choking 	 should_be_reduced_by 	 do not allow children under 3 years of age to have access to small parts during the installation of this product
['To reduce the risk associated with choking, do not allow children under 3 years of age to have access to small parts during the installation of this product.', 'To reduce the risk associated with the ingestion of contaminants, do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system. Systems certified for cyst reduction may be used on disinfected water that may contain filterable cysts.', 'Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, which will not be covered under the product warranty.'] 	 talks_about 	 To reduce the risk associated with the ingestion of contaminants, do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system.
To reduce the risk associated with the ingestion of contaminants, do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system. 	 talks_about 	 the risk associated with the ingestion of contaminants
To reduce the risk associated with the ingestion of contaminants, do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system. 	 talks_about 	 do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system
the risk associated with the ingestion of contaminants 	 should_be_reduced_by 	 do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system
['To reduce the risk associated with choking, do not allow children under 3 years of age to have access to small parts during the installation of this product.', 'To reduce the risk associated with the ingestion of contaminants, do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system. Systems certified for cyst reduction may be used on disinfected water that may contain filterable cysts.', 'Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, which will not be covered under the product warranty.'] 	 talks_about 	 Systems certified for cyst reduction may be used on disinfected water that may contain filterable cysts.
['To reduce the risk associated with choking, do not allow children under 3 years of age to have access to small parts during the installation of this product.', 'To reduce the risk associated with the ingestion of contaminants, do not use with water that is microbiologically unsafe or of unknown quality without adequate disinfection before or after the system. Systems certified for cyst reduction may be used on disinfected water that may contain filterable cysts.', 'Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, which will not be covered under the product warranty.'] 	 talks_about 	 Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, which will not be covered under the product warranty.
Systems certified for cyst reduction may be used on disinfected water that may contain filterable cysts. 	 talks_about 	 may contain filterable cysts
Systems certified for cyst reduction may be used on disinfected water that may contain filterable cysts. 	 talks_about 	 Systems certified for cyst reduction may be used on disinfected water
Systems certified for cyst reduction may be used on disinfected water 	 that 	 may contain filterable cysts
Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, which will not be covered under the product warranty. 	 talks_about 	 which will not be covered under the product warranty
Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, which will not be covered under the product warranty. 	 talks_about 	 Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues,
Systems certified for cyst reduction may be used on disinfected water 	 talks_about 	 cyst reduction
Systems certified for cyst reduction may be used on disinfected water 	 talks_about 	 Systems
Systems certified for cyst reduction may be used on disinfected water 	 talks_about 	 disinfected water
Systems certified for cyst reduction may be used on disinfected water 	 talks_about 	 Systems certified for cyst reduction
cyst reduction 	 certified_for_reverse 	 Systems
disinfected water 	 may_be_used_on_reverse 	 Systems certified for cyst reduction
Systems certified for cyst reduction 	 may_be_used_on 	 disinfected water
Systems 	 certified_for 	 cyst reduction
Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, 	 talks_about 	 product malfunction, water leakage or water quality issues
Use of unauthorized water filters may result in product malfunction, water leakage or water quality issues, 	 talks_about 	 Use of unauthorized water filters
product malfunction, water leakage or water quality issues 	 may_result_in_reverse 	 Use of unauthorized water filters
Use of unauthorized water filters 	 may_result_in 	 product malfunction, water leakage or water quality issues
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Read and follow Use Instructions before installation and use of Water Filter.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Installation and use MUST comply with all state and local plumbing codes.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Do not install if water pressure exceeds 120 psi ( 827 kPa ).
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 If your water pressure exceeds 80 psi, you must install a pressure limiting valve.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Contact a plumber if uncertain how to check your water pressure.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Do not install where water hammer conditions may occur.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 If water hammer conditions exist you must install a water hammer arrester.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Contact a plumbing professional if you are uncertain how to check for this condition.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Do not install on hot water supply lines.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 The maximum operating water temperature of Water Filter is 100 ° F ( 37.8 ° C ).
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Protect filter from freezing.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Drain filter when temperatures drop below 40 ° F ( 4.4 ° C ).
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 To protect The disposable filter cartridge from freezing, remove The disposable filter cartridge when temperatures are expected to drop below 33 ° F. Do not install systems in areas where ambient temperatures may go above 110 ° F ( 43.3 ° C ).
To protect The disposable filter cartridge from freezing, remove The disposable filter cartridge when temperatures are expected to drop below 33 ° F. Do not install systems in areas where ambient temperatures may go above 110 ° F ( 43.3 ° C ). 	 talks_about 	 The disposable filter cartridge from freezing
To protect The disposable filter cartridge from freezing, remove The disposable filter cartridge when temperatures are expected to drop below 33 ° F. Do not install systems in areas where ambient temperatures may go above 110 ° F ( 43.3 ° C ). 	 talks_about 	 remove The disposable filter cartridge when temperatures are expected to drop below 33 ° F. Do not install systems in areas where ambient temperatures may go above 110 ° F 43.3 ° C
The disposable filter cartridge from freezing 	 should_be_protected_by 	 remove The disposable filter cartridge when temperatures are expected to drop below 33 ° F. Do not install systems in areas where ambient temperatures may go above 110 ° F 43.3 ° C
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.
['Read and follow Use Instructions before installation and use of this system.', 'Installation and use MUST comply with all state and local plumbing codes.', 'Do not install if water pressure exceeds 120 psi (827 kPa). If your water pressure exceeds 80 psi, you must install a pressure limiting valve. Contact a plumber if uncertain how to check your water pressure.', 'Do not install where water hammer conditions may occur. If water hammer conditions exist you must install a water hammer arrester. Contact a plumbing professional if you are uncertain how to check for this condition.', 'Do not install on hot water supply lines. The maximum operating water temperature of this filter system is 100 °F (37.8 °C).', 'Protect filter from freezing. Drain filter when temperatures drop below 40 °F (4.4 °C).', 'The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs.', 'To protect it from freezing, remove filter cartridge when temperatures are expected to drop below 33° F.', 'Do not install systems in areas where ambient temperatures may go above 110° F (43.3° C).', 'Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed.', 'Ensure all tubing and fittings are secure and free from leaks.'] 	 talks_about 	 Ensure all tubing and fittings are secure and free from leaks.
Do not install if water pressure exceeds 120 psi ( 827 kPa ). 	 talks_about 	 water pressure exceeds 120 psi 827 kPa
Do not install if water pressure exceeds 120 psi ( 827 kPa ). 	 talks_about 	 Do not install
Do not install 	 Condition 	 water pressure exceeds 120 psi 827 kPa
water pressure exceeds 120 psi 827 kPa 	 Follows 	 Do not install
If your water pressure exceeds 80 psi, you must install a pressure limiting valve. 	 talks_about 	 your water pressure exceeds 80 psi
If your water pressure exceeds 80 psi, you must install a pressure limiting valve. 	 talks_about 	 you must install a pressure limiting valve
you must install a pressure limiting valve 	 Condition 	 your water pressure exceeds 80 psi
your water pressure exceeds 80 psi 	 Follows 	 you must install a pressure limiting valve
Contact a plumber if uncertain how to check your water pressure. 	 talks_about 	 uncertain how to check your water pressure
Contact a plumber if uncertain how to check your water pressure. 	 talks_about 	 Contact a plumber
Contact a plumber 	 Condition 	 uncertain how to check your water pressure
uncertain how to check your water pressure 	 Follows 	 Contact a plumber
Do not install where water hammer conditions may occur. 	 talks_about 	 where water hammer conditions may occur
Do not install where water hammer conditions may occur. 	 talks_about 	 Do not install
If water hammer conditions exist you must install a water hammer arrester. 	 talks_about 	 water hammer conditions exist
If water hammer conditions exist you must install a water hammer arrester. 	 talks_about 	 you must install a water hammer arrester
you must install a water hammer arrester 	 Condition 	 water hammer conditions exist
water hammer conditions exist 	 Follows 	 you must install a water hammer arrester
Contact a plumbing professional if you are uncertain how to check for this condition. 	 talks_about 	 you are uncertain how to check for this condition
Contact a plumbing professional if you are uncertain how to check for this condition. 	 talks_about 	 Contact a plumbing professional
Contact a plumbing professional 	 Condition 	 you are uncertain how to check for this condition
you are uncertain how to check for this condition 	 Follows 	 Contact a plumbing professional
Protect filter from freezing. 	 paraphrase 	 filter should be protected from freezing
filter should be protected from freezing 	 talks_about 	 filter
filter should be protected from freezing 	 talks_about 	 from freezing
filter 	 should_be_protected 	 from freezing
Drain filter when temperatures drop below 40 ° F ( 4.4 ° C ). 	 talks_about 	 temperatures drop below 40 ° F 4.4 ° C
Drain filter when temperatures drop below 40 ° F ( 4.4 ° C ). 	 talks_about 	 Drain filter
Drain filter 	 Synchronous 	 temperatures drop below 40 ° F 4.4 ° C
temperatures drop below 40 ° F 4.4 ° C 	 Synchronous 	 Drain filter
The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs. 	 talks_about 	 a noticeable reduction in flow rate occurs
The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or if a noticeable reduction in flow rate occurs. 	 talks_about 	 The disposable filter cartridge MUST be replaced every 6 months, at the rated capacity or
The disposable filter cartridge MUST be replaced every 6 months , at the rated capacity or 	 Condition 	 a noticeable reduction in flow rate occurs
a noticeable reduction in flow rate occurs 	 Follows 	 The disposable filter cartridge MUST be replaced every 6 months , at the rated capacity or
Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed. 	 talks_about 	 Where a backflow prevention device is installed on a water system
Where a backflow prevention device is installed on a water system, a device for controlling pressure due to thermal expansion must be installed. 	 talks_about 	 a device for controlling pressure due to thermal expansion must be installed
