['LRMNC1803', 'LRMNC1813']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
Rigid plastic containers with tight-fitting lids Straight-sided canning/freezing jars Heavy-duty aluminum foil Plastic-coated paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags 	 talks_about 	 Rigid plastic containers with tight-fitting lids
Rigid plastic containers with tight-fitting lids Straight-sided canning/freezing jars Heavy-duty aluminum foil Plastic-coated paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags 	 talks_about 	 paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags
Rigid plastic containers with tight-fitting lids Straight-sided canning/freezing jars Heavy-duty aluminum foil Plastic-coated paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags 	 talks_about 	 Heavy-duty aluminum foil
Rigid plastic containers with tight-fitting lids 	 Plastic-coated 	 paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags
Heavy-duty aluminum foil 	 Plastic-coated_paper_Non-permeable_plastic_wraps_Specified_freezer-grade_self-sealing_plastic_bags_reverse 	 Rigid plastic containers with tight-fitting lids
Rigid plastic containers with tight-fitting lids 	 Plastic-coated_paper_Non-permeable_plastic_wraps_Specified_freezer-grade_self-sealing_plastic_bags 	 Heavy-duty aluminum foil
paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags 	 Plastic-coated_reverse 	 Rigid plastic containers with tight-fitting lids
['Bread wrappers', 'Non-polyethylene plastic containers', 'Containers without tight lids', 'Wax paper or wax-coated freezer wrap', 'Thin, semi-permeable wrap'] 	 talks_about 	 Bread wrappers Non-polyethylene plastic containers Containers without tight lids Wax paper or wax-coated freezer wrap Thin, semi-permeable wrap
Bread wrappers Non-polyethylene plastic containers Containers without tight lids Wax paper or wax-coated freezer wrap Thin, semi-permeable wrap 	 talks_about 	 Thin
Bread wrappers Non-polyethylene plastic containers Containers without tight lids Wax paper or wax-coated freezer wrap Thin, semi-permeable wrap 	 talks_about 	 Wax paper or wax-coated freezer
Thin 	 wrap_reverse 	 Wax paper or wax-coated freezer
Wax paper or wax-coated freezer 	 wrap 	 Thin
['The shelves in the refrigerator are adjustable to meet individual storage needs.', 'Adjusting the shelves to fit items of different heights will make finding the exact item you want easier.'] 	 talks_about 	 Refrigerator Shelves are adjustable to meet individual storage needs.
['The shelves in the refrigerator are adjustable to meet individual storage needs.', 'Adjusting the shelves to fit items of different heights will make finding the exact item you want easier.'] 	 talks_about 	 Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier.
Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier. 	 talks_about 	 you want easier
Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier. 	 talks_about 	 Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 adjustable to meet individual storage needs
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 Refrigerator Shelves
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 individual storage needs
adjustable to meet individual storage needs 	 are_reverse 	 Refrigerator Shelves
Refrigerator Shelves 	 are 	 adjustable to meet individual storage needs
individual storage needs 	 to_meet_reverse 	 Refrigerator Shelves
Refrigerator Shelves 	 to_meet 	 individual storage needs
you want easier 	 talks_about 	 easier
['Store taller items, such as gallon containers or bottles, by pushing the front half of the shelf underneath the back half of the shelf. Pull the front of the shelf forward to return to a full shelf.'] 	 talks_about 	 Store taller items, such as gallon containers or bottles, by pushing the front half of the shelf underneath the back half of the shelf.
['Store taller items, such as gallon containers or bottles, by pushing the front half of the shelf underneath the back half of the shelf. Pull the front of the shelf forward to return to a full shelf.'] 	 talks_about 	 Pull the front half of the shelf forward to return to a full shelf.
Store taller items, such as gallon containers or bottles, by pushing the front half of the shelf underneath the back half of the shelf. 	 paraphrase 	 taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 taller items, such as gallon containers or bottles,
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as gallon containers or bottles, 	 should_be_stored 	 by pushing the front half of the shelf underneath the back half of the shelf
Pull the front half of the shelf forward to return to a full shelf. 	 paraphrase 	 the front half of the shelf should be pulled forward to return to a full shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 the front half of the shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 forward to return to a full shelf
the front half of the shelf 	 should_be_pulled 	 forward to return to a full shelf
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 taller items, such as gallon containers or bottles
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 pushing the front half of the shelf underneath the back half of the shelf
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 the back half of the shelf
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 the front half of the shelf
taller items, such as gallon containers or bottles 	 should_be_stored_by 	 pushing the front half of the shelf underneath the back half of the shelf
the back half of the shelf 	 by_pushing_the_front_half_of_the_shelf_underneath_reverse 	 taller items, such as gallon containers or bottles
the front half of the shelf 	 by_pushing_reverse 	 taller items, such as gallon containers or bottles
pushing the front half of the shelf underneath the back half of the shelf 	 should_be_stored_by_reverse 	 taller items, such as gallon containers or bottles
taller items, such as gallon containers or bottles 	 by_pushing 	 the front half of the shelf
taller items, such as gallon containers or bottles 	 by_pushing_the_front_half_of_the_shelf_underneath 	 the back half of the shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 return to a full shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 a full shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 forward
the front half of the shelf 	 should_be_pulled_forward_to 	 return to a full shelf
return to a full shelf 	 should_be_pulled_forward_to_reverse 	 the front half of the shelf
a full shelf 	 to_return_to_reverse 	 the front half of the shelf
forward 	 should_be_pulled_reverse 	 the front half of the shelf
the front half of the shelf 	 should_be_pulled 	 forward
the front half of the shelf 	 to_return_to 	 a full shelf
['Glass shelves are heavy. Use special care when removing them.', 'Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Glass shelves are heavy.
['Glass shelves are heavy. Use special care when removing them.', 'Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Use special care when removing Glass shelves.
['Glass shelves are heavy. Use special care when removing them.', 'Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Do not clean glass shelves with warm water while glass shelves are cold.
['Glass shelves are heavy. Use special care when removing them.', 'Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Shelves may break if exposed to sudden temperature changes or impact.
Use special care when removing Glass shelves. 	 talks_about 	 removing Glass shelves
Use special care when removing Glass shelves. 	 talks_about 	 Use special care
Use special care 	 Synchronous 	 removing Glass shelves
removing Glass shelves 	 Synchronous 	 Use special care
Do not clean glass shelves with warm water while glass shelves are cold. 	 talks_about 	 glass shelves are cold
Do not clean glass shelves with warm water while glass shelves are cold. 	 talks_about 	 Do not clean glass shelves with warm water
Do not clean glass shelves with warm water 	 Synchronous 	 glass shelves are cold
glass shelves are cold 	 Synchronous 	 Do not clean glass shelves with warm water
Shelves may break if exposed to sudden temperature changes or impact. 	 talks_about 	 exposed to sudden temperature changes or impact
Shelves may break if exposed to sudden temperature changes or impact. 	 talks_about 	 Shelves may break
Shelves may break 	 Condition 	 exposed to sudden temperature changes or impact
exposed to sudden temperature changes or impact 	 Follows 	 Shelves may break
Use special care 	 paraphrase 	 special care should be used 
Do not clean glass shelves with warm water 	 paraphrase 	 glass shelves should not be cleaned with warm water
glass shelves should not be cleaned with warm water 	 talks_about 	 glass shelves
glass shelves should not be cleaned with warm water 	 talks_about 	 with warm water
glass shelves 	 should_not_be_cleaned 	 with warm water
Glass shelves are heavy. 	 talks_about 	 heavy
Glass shelves are heavy. 	 talks_about 	 Glass shelves
heavy 	 are_reverse 	 Glass shelves
Glass shelves 	 are 	 heavy
glass shelves are cold 	 talks_about 	 glass shelves
glass shelves are cold 	 talks_about 	 cold
glass shelves 	 are 	 cold
cold 	 are_reverse 	 glass shelves
glass shelves should not be cleaned with warm water 	 talks_about 	 warm water
warm water 	 should_not_be_cleaned_with_reverse 	 glass shelves
glass shelves 	 should_not_be_cleaned_with 	 warm water
['Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Do not clean glass shelves with warm water while glass shelves are cold.
['Do not clean glass shelves with warm water while they are cold. Shelves may break if exposed to sudden temperature changes or impact.'] 	 talks_about 	 Shelves may break if exposed to sudden temperature changes or impact.
['To detach, tilt up the front of the shelf then lift the shelf straight up at the back.', 'Tilt the shelf at an angle and pull it out.', 'To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.', 'Lower the front of the shelf so that the hooks drop into the slots.', 'Make sure that shelves are level from one side to the other. Failure to do so may result in the shelf falling or spilled food.'] 	 talks_about 	 Tilt the shelf at an angle and pull the shelf out.
['To detach, tilt up the front of the shelf then lift the shelf straight up at the back.', 'Tilt the shelf at an angle and pull it out.', 'To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.', 'Lower the front of the shelf so that the hooks drop into the slots.', 'Make sure that shelves are level from one side to the other. Failure to do so may result in the shelf falling or spilled food.'] 	 talks_about 	 Lower the front of the shelf so that the shelf hooks drop into the slots.
['To detach, tilt up the front of the shelf then lift the shelf straight up at the back.', 'Tilt the shelf at an angle and pull it out.', 'To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.', 'Lower the front of the shelf so that the hooks drop into the slots.', 'Make sure that shelves are level from one side to the other. Failure to do so may result in the shelf falling or spilled food.'] 	 talks_about 	 Make sure that shelves are level from one side to the other.
['To detach, tilt up the front of the shelf then lift the shelf straight up at the back.', 'Tilt the shelf at an angle and pull it out.', 'To assemble, tilt the front of the shelf up and guide the shelf hooks into the slots at a desired height.', 'Lower the front of the shelf so that the hooks drop into the slots.', 'Make sure that shelves are level from one side to the other. Failure to do so may result in the shelf falling or spilled food.'] 	 talks_about 	 Failure to do so may result in the shelf falling or spilled food.
Lower the front of the shelf so that the shelf hooks drop into the slots. 	 talks_about 	 the shelf hooks drop into the slots
Lower the front of the shelf so that the shelf hooks drop into the slots. 	 talks_about 	 Lower the front of the shelf
Lower the front of the shelf 	 Result 	 the shelf hooks drop into the slots
the shelf hooks drop into the slots 	 Reason 	 Lower the front of the shelf
Make sure that shelves are level from one side to the other. 	 talks_about 	 shelves are level from one side to the other
Make sure that shelves are level from one side to the other. 	 talks_about 	 Make sure
Make sure 	 that 	 shelves are level from one side to the other
Lower the front of the shelf 	 paraphrase 	 the front of the shelf should be lowered 
Failure to do so may result in the shelf falling or spilled food. 	 talks_about 	 Failure to do so
Failure to do so may result in the shelf falling or spilled food. 	 talks_about 	 the shelf falling or spilled food
Failure to do so 	 may_result_in 	 the shelf falling or spilled food
the shelf falling or spilled food 	 may_result_in_reverse 	 Failure to do so
the shelf hooks drop into the slots 	 talks_about 	 the shelf
the shelf hooks drop into the slots 	 talks_about 	 the slots
the shelf 	 hooks_drop_into 	 the slots
the slots 	 hooks_drop_into_reverse 	 the shelf
shelves are level from one side to the other 	 talks_about 	 shelves
shelves are level from one side to the other 	 talks_about 	 level from one side to the other
shelves 	 are 	 level from one side to the other
level from one side to the other 	 are_reverse 	 shelves
['Remove items from on top of the glass cover before removing the cover.', 'Take care when handling the glass cover. There is still a risk of injury if the glass is broken, even though it is tempered glass.', 'Take care when removing or assembling the cover not to catch hands between the cover and the drawers.'] 	 talks_about 	 Remove items from on top of the glass cover before removing the glass cover.
['Remove items from on top of the glass cover before removing the cover.', 'Take care when handling the glass cover. There is still a risk of injury if the glass is broken, even though it is tempered glass.', 'Take care when removing or assembling the cover not to catch hands between the cover and the drawers.'] 	 talks_about 	 Take care when handling the glass cover.
['Remove items from on top of the glass cover before removing the cover.', 'Take care when handling the glass cover. There is still a risk of injury if the glass is broken, even though it is tempered glass.', 'Take care when removing or assembling the cover not to catch hands between the cover and the drawers.'] 	 talks_about 	 There is still a risk of injury if the glass cover is broken, even though the glass cover is tempered glass.
['Remove items from on top of the glass cover before removing the cover.', 'Take care when handling the glass cover. There is still a risk of injury if the glass is broken, even though it is tempered glass.', 'Take care when removing or assembling the cover not to catch hands between the cover and the drawers.'] 	 talks_about 	 Take care when removing or assembling the glass cover not to catch hands between the glass cover and the drawers.
Remove items from on top of the glass cover before removing the glass cover. 	 paraphrase 	 items should be removed from on top of the glass cover before removing the glass cover
items should be removed from on top of the glass cover before removing the glass cover 	 talks_about 	 items
items should be removed from on top of the glass cover before removing the glass cover 	 talks_about 	 from on top of the glass cover before removing the glass cover
items 	 should_be_removed 	 from on top of the glass cover before removing the glass cover
Take care when handling the glass cover. 	 talks_about 	 handling the glass cover
Take care when handling the glass cover. 	 talks_about 	 Take care
Take care 	 Synchronous 	 handling the glass cover
handling the glass cover 	 Synchronous 	 Take care
There is still a risk of injury if the glass cover is broken, even though the glass cover is tempered glass. 	 talks_about 	 the glass cover is broken
There is still a risk of injury if the glass cover is broken, even though the glass cover is tempered glass. 	 talks_about 	 There is still a risk of injury, even though the glass cover is tempered glass
There is still a risk of injury , even though the glass cover is tempered glass 	 Condition 	 the glass cover is broken
the glass cover is broken 	 Follows 	 There is still a risk of injury , even though the glass cover is tempered glass
Take care when removing or assembling the glass cover not to catch hands between the glass cover and the drawers. 	 talks_about 	 removing or assembling the glass cover not to catch hands between the glass cover and the drawers
Take care when removing or assembling the glass cover not to catch hands between the glass cover and the drawers. 	 talks_about 	 Take care
Take care 	 Synchronous 	 removing or assembling the glass cover not to catch hands between the glass cover and the drawers
removing or assembling the glass cover not to catch hands between the glass cover and the drawers 	 Synchronous 	 Take care
Take care 	 paraphrase 	 care should be taken 
There is still a risk of injury , even though the glass cover is tempered glass 	 talks_about 	 even though the glass cover is tempered glass
There is still a risk of injury , even though the glass cover is tempered glass 	 talks_about 	 There is still a risk of injury
items should be removed from on top of the glass cover before removing the glass cover 	 talks_about 	 on top of the glass cover
items should be removed from on top of the glass cover before removing the glass cover 	 talks_about 	 removing the glass cover
items 	 should_be_removed_from 	 on top of the glass cover
removing the glass cover 	 should_be_removed_from_on_top_of_the_glass_cover_before_reverse 	 items
items 	 should_be_removed_from_on_top_of_the_glass_cover_before 	 removing the glass cover
on top of the glass cover 	 should_be_removed_from_reverse 	 items
['Lift the front of one drawer to remove it from its guides and pull straight out. Repeat to remove the second drawer.', 'Lift the front of the cover with one hand and support underneath the cover with the other hand.', 'Tilt the cover 45 degrees and pull it forward to remove it.'] 	 talks_about 	 Lift the front of one drawer to remove one drawer from one drawer guides and pull straight out.
['Lift the front of one drawer to remove it from its guides and pull straight out. Repeat to remove the second drawer.', 'Lift the front of the cover with one hand and support underneath the cover with the other hand.', 'Tilt the cover 45 degrees and pull it forward to remove it.'] 	 talks_about 	 Repeat to remove the second drawer.
['Lift the front of one drawer to remove it from its guides and pull straight out. Repeat to remove the second drawer.', 'Lift the front of the cover with one hand and support underneath the cover with the other hand.', 'Tilt the cover 45 degrees and pull it forward to remove it.'] 	 talks_about 	 Lift the front of the cover with one hand and support underneath the cover with the other hand.
['Lift the front of one drawer to remove it from its guides and pull straight out. Repeat to remove the second drawer.', 'Lift the front of the cover with one hand and support underneath the cover with the other hand.', 'Tilt the cover 45 degrees and pull it forward to remove it.'] 	 talks_about 	 Tilt the cover 45 degrees and pull the cover forward to remove the cover.
Lift the front of one drawer to remove one drawer from one drawer guides and pull straight out. 	 paraphrase 	 the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 the front of one drawer
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 to remove one drawer from one drawer guides and pull straight out
the front of one drawer 	 should_be_lifted 	 to remove one drawer from one drawer guides and pull straight out
Lift the front of the cover with one hand and support underneath the cover with the other hand. 	 paraphrase 	 the front of the cover should be lifted with one hand and support underneath the cover with the other hand
the front of the cover should be lifted with one hand and support underneath the cover with the other hand 	 talks_about 	 the front of the cover
the front of the cover should be lifted with one hand and support underneath the cover with the other hand 	 talks_about 	 with one hand and support underneath the cover with the other hand
the front of the cover 	 should_be_lifted 	 with one hand and support underneath the cover with the other hand
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 straight out
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 remove one drawer from one drawer guides
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 pull straight out
straight out 	 to_pull_reverse 	 the front of one drawer
the front of one drawer 	 to_pull 	 straight out
remove one drawer from one drawer guides 	 should_be_lifted_to_reverse 	 the front of one drawer
the front of one drawer 	 should_be_lifted_to 	 remove one drawer from one drawer guides
the front of one drawer 	 should_be_lifted_to 	 pull straight out
pull straight out 	 should_be_lifted_to_reverse 	 the front of one drawer
['Hold the cover at a 45-degree angle and insert it into the refrigerator.', 'Supporting the cover with one hand, bring the cover to a horizontal position and lower it onto the guides. Push the cover back into place.', 'Tilt up the front of one drawer and insert the rollers into the side guides. Lower the drawer and push it in. Repeat with second drawer.'] 	 talks_about 	 Hold the cover at a 45-degree angle and insert the cover into the refrigerator.
['Hold the cover at a 45-degree angle and insert it into the refrigerator.', 'Supporting the cover with one hand, bring the cover to a horizontal position and lower it onto the guides. Push the cover back into place.', 'Tilt up the front of one drawer and insert the rollers into the side guides. Lower the drawer and push it in. Repeat with second drawer.'] 	 talks_about 	 Supporting the cover with one hand, bring the cover to a horizontal position and lower the cover onto the guides.
['Hold the cover at a 45-degree angle and insert it into the refrigerator.', 'Supporting the cover with one hand, bring the cover to a horizontal position and lower it onto the guides. Push the cover back into place.', 'Tilt up the front of one drawer and insert the rollers into the side guides. Lower the drawer and push it in. Repeat with second drawer.'] 	 talks_about 	 Push the cover back into place.
['Hold the cover at a 45-degree angle and insert it into the refrigerator.', 'Supporting the cover with one hand, bring the cover to a horizontal position and lower it onto the guides. Push the cover back into place.', 'Tilt up the front of one drawer and insert the rollers into the side guides. Lower the drawer and push it in. Repeat with second drawer.'] 	 talks_about 	 Tilt up the front of one drawer and insert the rollers into the side guides.
['Hold the cover at a 45-degree angle and insert it into the refrigerator.', 'Supporting the cover with one hand, bring the cover to a horizontal position and lower it onto the guides. Push the cover back into place.', 'Tilt up the front of one drawer and insert the rollers into the side guides. Lower the drawer and push it in. Repeat with second drawer.'] 	 talks_about 	 Lower one drawer and push one drawer in.
['Hold the cover at a 45-degree angle and insert it into the refrigerator.', 'Supporting the cover with one hand, bring the cover to a horizontal position and lower it onto the guides. Push the cover back into place.', 'Tilt up the front of one drawer and insert the rollers into the side guides. Lower the drawer and push it in. Repeat with second drawer.'] 	 talks_about 	 Repeat with second drawer.
Push the cover back into place. 	 paraphrase 	 the cover should be pushed back into place
the cover should be pushed back into place 	 talks_about 	 the cover
the cover should be pushed back into place 	 talks_about 	 back into place
the cover 	 should_be_pushed 	 back into place
Supporting the cover with one hand, bring the cover to a horizontal position and lower the cover onto the guides. 	 talks_about 	 Supporting the cover with one hand
Supporting the cover with one hand, bring the cover to a horizontal position and lower the cover onto the guides. 	 talks_about 	 the cover
Supporting the cover with one hand, bring the cover to a horizontal position and lower the cover onto the guides. 	 talks_about 	 a horizontal position
Supporting the cover with one hand 	 bring 	 the cover
Supporting the cover with one hand 	 bring_the_cover_to 	 a horizontal position
the cover 	 bring_reverse 	 Supporting the cover with one hand
a horizontal position 	 bring_the_cover_to_reverse 	 Supporting the cover with one hand
back into place 	 should_be_pushed_reverse 	 the cover
['The door bins are removable for easy cleaning and adjustment.'] 	 talks_about 	 Door Bins are removable for easy cleaning and adjustment.
Door Bins are removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy adjustment
Door Bins are removable for easy cleaning and adjustment. 	 talks_about 	 Door Bins
Door Bins are removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy cleaning
removable for easy adjustment 	 are_reverse 	 Door Bins
Door Bins 	 are 	 removable for easy cleaning
Door Bins 	 are 	 removable for easy adjustment
removable for easy cleaning 	 are_reverse 	 Door Bins
['To remove the bin, simply lift the bin up and pull straight out.', 'To replace the bin, slide it in above the desired support and push down until it snaps into place.'] 	 talks_about 	 To remove the bin, simply lift the bin up and pull straight out.
To remove the bin, simply lift the bin up and pull straight out. 	 talks_about 	 the bin
To remove the bin, simply lift the bin up and pull straight out. 	 talks_about 	 simply lift the bin up and pull straight out
the bin 	 should_be_removed_by 	 simply lift the bin up and pull straight out
['To remove the bin, simply lift the bin up and pull straight out.', 'To replace the bin, slide it in above the desired support and push down until it snaps into place.'] 	 talks_about 	 To replace the bin, slide the bin in above the desired support and push down until the bin snaps into place.
To replace the bin, slide the bin in above the desired support and push down until the bin snaps into place. 	 talks_about 	 the bin
To replace the bin, slide the bin in above the desired support and push down until the bin snaps into place. 	 talks_about 	 slide the bin in above the desired support and push down until the bin snaps into place
the bin 	 should_be_replaced_by 	 slide the bin in above the desired support and push down until the bin snaps into place
['Regularly detach and wash the storage bins and shelves; they can become easily contaminated by food.', 'Do not apply excessive force while detaching or assembling the storage bins.', 'Do not use the dishwasher to clean the storage bins and shelves.'] 	 talks_about 	 Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food.
['Regularly detach and wash the storage bins and shelves; they can become easily contaminated by food.', 'Do not apply excessive force while detaching or assembling the storage bins.', 'Do not use the dishwasher to clean the storage bins and shelves.'] 	 talks_about 	 Do not apply excessive force while detaching or assembling the storage bins.
['Regularly detach and wash the storage bins and shelves; they can become easily contaminated by food.', 'Do not apply excessive force while detaching or assembling the storage bins.', 'Do not use the dishwasher to clean the storage bins and shelves.'] 	 talks_about 	 Do not use the dishwasher to clean the storage bins and shelves.
Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food. 	 talks_about 	 Regularly detach and wash the storage bins and shelves
Regularly detach and wash the storage bins and shelves; the storage bins and shelves can become easily contaminated by food. 	 talks_about 	 the storage bins and shelves can become easily contaminated by food
Do not apply excessive force while detaching or assembling the storage bins. 	 talks_about 	 detaching or assembling the storage bins
Do not apply excessive force while detaching or assembling the storage bins. 	 talks_about 	 Do not apply excessive force
Do not apply excessive force 	 Synchronous 	 detaching or assembling the storage bins
detaching or assembling the storage bins 	 Synchronous 	 Do not apply excessive force
Do not use the dishwasher to clean the storage bins and shelves. 	 paraphrase 	 the dishwasher should not be used to clean the storage bins and shelves
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 the dishwasher
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 to clean the storage bins and shelves
the dishwasher 	 should_not_be_used 	 to clean the storage bins and shelves
Do not apply excessive force 	 paraphrase 	 excessive force should not be applied 
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 clean the storage shelves
the dishwasher should not be used to clean the storage bins and shelves 	 talks_about 	 clean the storage bins
the dishwasher 	 should_not_be_used_to 	 clean the storage shelves
clean the storage shelves 	 should_not_be_used_to_reverse 	 the dishwasher
clean the storage bins 	 should_not_be_used_to_reverse 	 the dishwasher
the dishwasher 	 should_not_be_used_to 	 clean the storage bins
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 food
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 shelves
the storage bins and shelves can become easily contaminated by food 	 talks_about 	 the storage bins
food 	 can_become_easily_contaminated_by_reverse 	 shelves
food 	 can_become_easily_contaminated_by_reverse 	 the storage bins
shelves 	 can_become_easily_contaminated_by 	 food
the storage bins 	 can_become_easily_contaminated_by 	 food
['The Durabase divider allows you to organize the Durabase area into 2 sections. It can be adjusted from side to side to accommodate items of different sizes.'] 	 talks_about 	 The Durabase divider allows you to organize the Durabase area into 2 sections.
['The Durabase divider allows you to organize the Durabase area into 2 sections. It can be adjusted from side to side to accommodate items of different sizes.'] 	 talks_about 	 The Durabase divider can be adjusted from side to side to accommodate items of different sizes.
The Durabase divider allows you to organize the Durabase area into 2 sections. 	 talks_about 	 The Durabase divider
The Durabase divider allows you to organize the Durabase area into 2 sections. 	 talks_about 	 you to organize the Durabase area into 2 sections
The Durabase divider 	 allows 	 you to organize the Durabase area into 2 sections
you to organize the Durabase area into 2 sections 	 allows_reverse 	 The Durabase divider
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 The Durabase divider
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 side
The Durabase divider can be adjusted from side to side to accommodate items of different sizes. 	 talks_about 	 accommodate items of different sizes
The Durabase divider 	 can_be_adjusted_to 	 side
side 	 can_be_adjusted_to_reverse 	 The Durabase divider
The Durabase divider 	 can_be_adjusted_to 	 accommodate items of different sizes
accommodate items of different sizes 	 can_be_adjusted_to_reverse 	 The Durabase divider
['If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer.'] 	 talks_about 	 If the Durabase divider is removed, there is enough open space for children or pets to crawl inside.
['If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer.'] 	 talks_about 	 To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer.
To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer. 	 talks_about 	 accidental child and pet entrapment or suffocation risk
To prevent accidental child and pet entrapment or suffocation risk, DO NOT allow children or pets to touch or go near the drawer. 	 talks_about 	 DO NOT allow children or pets to touch or go near the drawer
accidental child and pet entrapment or suffocation risk 	 should_be_prevented_by 	 DO NOT allow children or pets to touch or go near the drawer
If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. 	 talks_about 	 the Durabase divider is removed
If the Durabase divider is removed, there is enough open space for children or pets to crawl inside. 	 talks_about 	 there is enough open space for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 Condition 	 the Durabase divider is removed
the Durabase divider is removed 	 Follows 	 there is enough open space for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 talks_about 	 for children or pets to crawl inside
there is enough open space for children or pets to crawl inside 	 talks_about 	 there is enough open space
for children or pets to crawl inside 	 talks_about 	 inside
for children or pets to crawl inside 	 talks_about 	 children or pets
inside 	 to_crawl_reverse 	 children or pets
children or pets 	 to_crawl 	 inside
