['LRMNC1803', 'LRMNC1813']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
['Pull the drawer open to full extension. Remove the Durabase basket from the rails.', 'Remove the screws from the rails at both ends.', 'Grip both sides of the drawer and pull it up to remove it from the rails.', 'Hold both rails and push them in simultaneously.'] 	 talks_about 	 Remove the screws from the rails at both ends.
['Pull the drawer open to full extension. Remove the Durabase basket from the rails.', 'Remove the screws from the rails at both ends.', 'Grip both sides of the drawer and pull it up to remove it from the rails.', 'Hold both rails and push them in simultaneously.'] 	 talks_about 	 Grip both sides of the drawer and pull the drawer up to remove the drawer from the rails.
['Pull the drawer open to full extension. Remove the Durabase basket from the rails.', 'Remove the screws from the rails at both ends.', 'Grip both sides of the drawer and pull it up to remove it from the rails.', 'Hold both rails and push them in simultaneously.'] 	 talks_about 	 Hold both rails and push both rails in simultaneously.
Pull the drawer open to full extension. 	 paraphrase 	 the drawer should be pulled open to full extension
the drawer should be pulled open to full extension 	 talks_about 	 the drawer
the drawer should be pulled open to full extension 	 talks_about 	 open to full extension
the drawer 	 should_be_pulled 	 open to full extension
Remove the Durabase basket from the rails. 	 paraphrase 	 the Durabase basket should be removed from the rails
the Durabase basket should be removed from the rails 	 talks_about 	 the Durabase basket
the Durabase basket should be removed from the rails 	 talks_about 	 from the rails
the Durabase basket 	 should_be_removed 	 from the rails
Remove the screws from the rails at both ends. 	 paraphrase 	 the screws should be removed from the rails at both ends
the screws should be removed from the rails at both ends 	 talks_about 	 the screws
the screws should be removed from the rails at both ends 	 talks_about 	 from the rails at both ends
the screws 	 should_be_removed 	 from the rails at both ends
open to full extension 	 should_be_pulled_reverse 	 the drawer
the Durabase basket should be removed from the rails 	 talks_about 	 the rails
the rails 	 should_be_removed_from_reverse 	 the Durabase basket
the Durabase basket 	 should_be_removed_from 	 the rails
the screws should be removed from the rails at both ends 	 talks_about 	 the rails at both ends
the rails at both ends 	 should_be_removed_from_reverse 	 the screws
the screws 	 should_be_removed_from 	 the rails at both ends
['Pull out both rails simultaneously until they are fully extended.', 'Grasp the drawer on each side and hook the drawer supports into the rail tabs located on both sides.', 'Lower the door into its final position and insert the screws in the rails on both sides.', 'Insert the basket into the frame, and push the drawer back until it clicks into place.'] 	 talks_about 	 Pull out both rails simultaneously until both rails are fully extended.
['Pull out both rails simultaneously until they are fully extended.', 'Grasp the drawer on each side and hook the drawer supports into the rail tabs located on both sides.', 'Lower the door into its final position and insert the screws in the rails on both sides.', 'Insert the basket into the frame, and push the drawer back until it clicks into place.'] 	 talks_about 	 Grasp Freezer Drawer on each side and hook the drawer supports into the rail tabs located on both sides.
['Pull out both rails simultaneously until they are fully extended.', 'Grasp the drawer on each side and hook the drawer supports into the rail tabs located on both sides.', 'Lower the door into its final position and insert the screws in the rails on both sides.', 'Insert the basket into the frame, and push the drawer back until it clicks into place.'] 	 talks_about 	 Lower the door into the door final position and insert the screws in both rails.
['Pull out both rails simultaneously until they are fully extended.', 'Grasp the drawer on each side and hook the drawer supports into the rail tabs located on both sides.', 'Lower the door into its final position and insert the screws in the rails on both sides.', 'Insert the basket into the frame, and push the drawer back until it clicks into place.'] 	 talks_about 	 Insert the basket into the frame, and push Freezer Drawer back until Freezer Drawer clicks into place.
Pull out both rails simultaneously until both rails are fully extended. 	 talks_about 	 both rails are fully extended
Pull out both rails simultaneously until both rails are fully extended. 	 talks_about 	 Pull out both rails simultaneously
Pull out both rails simultaneously 	 succeded_by 	 both rails are fully extended
both rails are fully extended 	 preceded_by 	 Pull out both rails simultaneously
Insert the basket into the frame, and push Freezer Drawer back until Freezer Drawer clicks into place. 	 talks_about 	 Freezer Drawer clicks into place
Insert the basket into the frame, and push Freezer Drawer back until Freezer Drawer clicks into place. 	 talks_about 	 Insert the basket into the frame, and push Freezer Drawer back
Insert the basket into the frame , and push Freezer Drawer back 	 succeded_by 	 Freezer Drawer clicks into place
Freezer Drawer clicks into place 	 preceded_by 	 Insert the basket into the frame , and push Freezer Drawer back
Grasp Freezer Drawer on each side and hook the drawer supports into the rail tabs located on both sides. 	 talks_about 	 both sides
Grasp Freezer Drawer on each side and hook the drawer supports into the rail tabs located on both sides. 	 talks_about 	 the rail tabs
both sides 	 located_on_reverse 	 the rail tabs
the rail tabs 	 located_on 	 both sides
Freezer Drawer clicks into place 	 talks_about 	 Freezer Drawer
Freezer Drawer clicks into place 	 talks_about 	 place
Freezer Drawer 	 clicks_into 	 place
place 	 clicks_into_reverse 	 Freezer Drawer
['Install the right-side door first.'] 	 talks_about 	 Install the right-side door first.
Install the right-side door first. 	 paraphrase 	 the right-side door should be installed first
the right-side door should be installed first 	 talks_about 	 the right-side door
['Make sure that the plastic sleeve is inserted in the bottom of the door. Lower the door onto the middle hinge pin as shown in the figure.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c counterclockwise to secure the hinge.', 'Connect all the wire harnesses d.', 'The number of wire harnesses may vary depending on the model.'] 	 talks_about 	 Make sure that the plastic sleeve is inserted in the bottom of Right Refrigerator Door.
['Make sure that the plastic sleeve is inserted in the bottom of the door. Lower the door onto the middle hinge pin as shown in the figure.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c counterclockwise to secure the hinge.', 'Connect all the wire harnesses d.', 'The number of wire harnesses may vary depending on the model.'] 	 talks_about 	 Lower Right Refrigerator Door onto the middle hinge pin as shown in the figure.
['Make sure that the plastic sleeve is inserted in the bottom of the door. Lower the door onto the middle hinge pin as shown in the figure.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c counterclockwise to secure the hinge.', 'Connect all the wire harnesses d.', 'The number of wire harnesses may vary depending on the model.'] 	 talks_about 	 Fit the hinge a over the hinge lever latch b and slot the hinge lever latch b into place.
['Make sure that the plastic sleeve is inserted in the bottom of the door. Lower the door onto the middle hinge pin as shown in the figure.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c counterclockwise to secure the hinge.', 'Connect all the wire harnesses d.', 'The number of wire harnesses may vary depending on the model.'] 	 talks_about 	 Rotate the lever c counterclockwise to secure the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model.
Make sure that the plastic sleeve is inserted in the bottom of Right Refrigerator Door. 	 talks_about 	 the plastic sleeve is inserted in the bottom of Right Refrigerator Door
Make sure that the plastic sleeve is inserted in the bottom of Right Refrigerator Door. 	 talks_about 	 Make sure
Make sure 	 that 	 the plastic sleeve is inserted in the bottom of Right Refrigerator Door
Lower Right Refrigerator Door onto the middle hinge pin as shown in the figure. 	 talks_about 	 as shown in the figure
Lower Right Refrigerator Door onto the middle hinge pin as shown in the figure. 	 talks_about 	 Lower Right Refrigerator Door onto the middle hinge pin
Rotate the lever c counterclockwise to secure the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model. 	 paraphrase 	 the lever should be secured c counterclockwise to the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model
the lever should be secured c counterclockwise to the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model 	 talks_about 	 the lever
the lever should be secured c counterclockwise to the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model 	 talks_about 	 c counterclockwise to the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model
the lever 	 should_be_secured 	 c counterclockwise to the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model
Fit the hinge a over the hinge lever latch b and slot the hinge lever latch b into place. 	 talks_about 	 the hinge lever
Fit the hinge a over the hinge lever latch b and slot the hinge lever latch b into place. 	 talks_about 	 place
the hinge lever 	 latch_b_into 	 place
place 	 latch_b_into_reverse 	 the hinge lever
the lever should be secured c counterclockwise to the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model 	 talks_about 	 The number of wire harnesses
the lever should be secured c counterclockwise to the hinge lever latch b. Connect all the wire harnesses d. The number of wire harnesses may vary depending on the model 	 talks_about 	 depending on the model
the plastic sleeve is inserted in the bottom of Right Refrigerator Door 	 talks_about 	 the plastic sleeve
the plastic sleeve is inserted in the bottom of Right Refrigerator Door 	 talks_about 	 the bottom of Right Refrigerator Door
the plastic sleeve 	 is_inserted_in 	 the bottom of Right Refrigerator Door
the bottom of Right Refrigerator Door 	 is_inserted_in_reverse 	 the plastic sleeve
['Install the left refrigerator door after the right door is installed.'] 	 talks_about 	 Install Left Refrigerator Door after the right door is installed.
Install Left Refrigerator Door after the right door is installed. 	 talks_about 	 the right door is installed
Install Left Refrigerator Door after the right door is installed. 	 talks_about 	 Install Left Refrigerator Door
Install Left Refrigerator Door 	 preceded_by 	 the right door is installed
the right door is installed 	 succeded_by 	 Install Left Refrigerator Door
Install Left Refrigerator Door 	 paraphrase 	 Left Refrigerator Door should be installed 
['Make sure that the plastic sleeve is inserted in the bottom of the door. Install the refrigerator door onto the middle hinge.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c clockwise and fasten the hinge.', 'Connect all the wire harnesses and the ground screw.'] 	 talks_about 	 Make sure that the plastic sleeve is inserted in the bottom of Left Refrigerator Door.
['Make sure that the plastic sleeve is inserted in the bottom of the door. Install the refrigerator door onto the middle hinge.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c clockwise and fasten the hinge.', 'Connect all the wire harnesses and the ground screw.'] 	 talks_about 	 Install Left Refrigerator Door onto the middle hinge.
['Make sure that the plastic sleeve is inserted in the bottom of the door. Install the refrigerator door onto the middle hinge.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c clockwise and fasten the hinge.', 'Connect all the wire harnesses and the ground screw.'] 	 talks_about 	 Fit the hinge a over the hinge lever latch b and slot the middle hinge into place.
['Make sure that the plastic sleeve is inserted in the bottom of the door. Install the refrigerator door onto the middle hinge.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c clockwise and fasten the hinge.', 'Connect all the wire harnesses and the ground screw.'] 	 talks_about 	 Rotate the lever c clockwise and fasten the middle hinge.
['Make sure that the plastic sleeve is inserted in the bottom of the door. Install the refrigerator door onto the middle hinge.', 'Fit the hinge a over the hinge lever latch b and slot it into place. Rotate the lever c clockwise and fasten the hinge.', 'Connect all the wire harnesses and the ground screw.'] 	 talks_about 	 Connect all the wire harnesses and the ground screw.
Make sure that the plastic sleeve is inserted in the bottom of Left Refrigerator Door. 	 talks_about 	 the plastic sleeve is inserted in the bottom of Left Refrigerator Door
Make sure that the plastic sleeve is inserted in the bottom of Left Refrigerator Door. 	 talks_about 	 Make sure
Make sure 	 that 	 the plastic sleeve is inserted in the bottom of Left Refrigerator Door
Install Left Refrigerator Door onto the middle hinge. 	 paraphrase 	 Left Refrigerator Door should be installed onto the middle hinge
Left Refrigerator Door should be installed onto the middle hinge 	 talks_about 	 Left Refrigerator Door
Left Refrigerator Door should be installed onto the middle hinge 	 talks_about 	 onto the middle hinge
Left Refrigerator Door 	 should_be_installed 	 onto the middle hinge
Connect all the wire harnesses and the ground screw. 	 paraphrase 	 all the wire harnesses and the ground screw should be connected 
Left Refrigerator Door should be installed onto the middle hinge 	 talks_about 	 the middle hinge
Left Refrigerator Door 	 should_be_installed_onto 	 the middle hinge
the middle hinge 	 should_be_installed_onto_reverse 	 Left Refrigerator Door
the plastic sleeve is inserted in the bottom of Left Refrigerator Door 	 talks_about 	 the plastic sleeve
the plastic sleeve is inserted in the bottom of Left Refrigerator Door 	 talks_about 	 the bottom of Left Refrigerator Door
the plastic sleeve 	 is_inserted_in 	 the bottom of Left Refrigerator Door
the bottom of Left Refrigerator Door 	 is_inserted_in_reverse 	 the plastic sleeve
['Position the hinge cover in its place. Insert and tighten the cover screws.'] 	 talks_about 	 Position the hinge cover in the hinge cover place.
['Position the hinge cover in its place. Insert and tighten the cover screws.'] 	 talks_about 	 Insert and tighten the cover screws.
Position the hinge cover in the hinge cover place. 	 paraphrase 	 the hinge cover should be positioned in the hinge cover place
the hinge cover should be positioned in the hinge cover place 	 talks_about 	 the hinge cover
the hinge cover should be positioned in the hinge cover place 	 talks_about 	 in the hinge cover place
the hinge cover 	 should_be_positioned 	 in the hinge cover place
the hinge cover should be positioned in the hinge cover place 	 talks_about 	 the hinge cover place
the hinge cover place 	 should_be_positioned_in_reverse 	 the hinge cover
the hinge cover 	 should_be_positioned_in 	 the hinge cover place
['The refrigerator has two front leveling legs. Adjust the legs to alter the tilt from front-to-back or side-to side. If the refrigerator seems unsteady, or the doors do not close easily, adjust the refrigerator\x92s tilt using the instructions below'] 	 talks_about 	 The refrigerator has two front leveling legs.
['The refrigerator has two front leveling legs. Adjust the legs to alter the tilt from front-to-back or side-to side. If the refrigerator seems unsteady, or the doors do not close easily, adjust the refrigerator\x92s tilt using the instructions below'] 	 talks_about 	 Adjust two front leveling legs to alter the tilt from front-to-back or side-to side.
['The refrigerator has two front leveling legs. Adjust the legs to alter the tilt from front-to-back or side-to side. If the refrigerator seems unsteady, or the doors do not close easily, adjust the refrigerator\x92s tilt using the instructions below'] 	 talks_about 	 If The refrigerator seems unsteady, or the doors do not close easily, adjust the refrigerators tilt using the instructions below
Adjust two front leveling legs to alter the tilt from front-to-back or side-to side. 	 paraphrase 	 two front leveling legs should be adjusted to alter the tilt from front-to-back or side-to side
two front leveling legs should be adjusted to alter the tilt from front-to-back or side-to side 	 talks_about 	 two front leveling legs
two front leveling legs should be adjusted to alter the tilt from front-to-back or side-to side 	 talks_about 	 to alter the tilt from front-to-back or side-to side
two front leveling legs 	 should_be_adjusted 	 to alter the tilt from front-to-back or side-to side
If The refrigerator seems unsteady, or the doors do not close easily, adjust the refrigerators tilt using the instructions below 	 talks_about 	 The refrigerator seems unsteady, or the doors do not close easily
If The refrigerator seems unsteady, or the doors do not close easily, adjust the refrigerators tilt using the instructions below 	 talks_about 	 adjust the refrigerators tilt using the instructions below
adjust the refrigerators tilt using the instructions below 	 Condition 	 The refrigerator seems unsteady , or the doors do not close easily
The refrigerator seems unsteady , or the doors do not close easily 	 Follows 	 adjust the refrigerators tilt using the instructions below
The refrigerator seems unsteady , or the doors do not close easily 	 talks_about 	 the doors do not close easily
The refrigerator seems unsteady , or the doors do not close easily 	 talks_about 	 The refrigerator seems unsteady
The refrigerator seems unsteady 	 Alternative 	 the doors do not close easily
the doors do not close easily 	 Alternative 	 The refrigerator seems unsteady
adjust the refrigerators tilt using the instructions below 	 paraphrase 	 the refrigerators tilt should be adjusted using the instructions below
the refrigerators tilt should be adjusted using the instructions below 	 talks_about 	 the refrigerators tilt
the refrigerators tilt should be adjusted using the instructions below 	 talks_about 	 using the instructions below
the refrigerators tilt 	 should_be_adjusted 	 using the instructions below
The refrigerator has two front leveling legs. 	 talks_about 	 The refrigerator
The refrigerator has two front leveling legs. 	 talks_about 	 two front leveling legs
The refrigerator 	 has 	 two front leveling legs
two front leveling legs 	 has_reverse 	 The refrigerator
two front leveling legs should be adjusted to alter the tilt from front-to-back or side-to side 	 talks_about 	 alter the tilt from front-to-back or side-to side
two front leveling legs 	 should_be_adjusted_to 	 alter the tilt from front-to-back or side-to side
alter the tilt from front-to-back or side-to side 	 should_be_adjusted_to_reverse 	 two front leveling legs
['Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower it. It may take several turns of the leveling leg to adjust the tilt of the refrigerator.', 'A flare nut wrench works best, but an open-end wrench will suffice. Do not over-tighten.', 'Open both doors and check to make sure that they close easily. If the doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. It may take several more turns, and be sure to turn both leveling legs the same amount.'] 	 talks_about 	 Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower the refrigerator.
['Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower it. It may take several turns of the leveling leg to adjust the tilt of the refrigerator.', 'A flare nut wrench works best, but an open-end wrench will suffice. Do not over-tighten.', 'Open both doors and check to make sure that they close easily. If the doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. It may take several more turns, and be sure to turn both leveling legs the same amount.'] 	 talks_about 	 to adjust the tilt of the refrigerator may take several turns of the leveling leg.
['Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower it. It may take several turns of the leveling leg to adjust the tilt of the refrigerator.', 'A flare nut wrench works best, but an open-end wrench will suffice. Do not over-tighten.', 'Open both doors and check to make sure that they close easily. If the doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. It may take several more turns, and be sure to turn both leveling legs the same amount.'] 	 talks_about 	 A flare nut wrench works best, but an open-end wrench will suffice.
['Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower it. It may take several turns of the leveling leg to adjust the tilt of the refrigerator.', 'A flare nut wrench works best, but an open-end wrench will suffice. Do not over-tighten.', 'Open both doors and check to make sure that they close easily. If the doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. It may take several more turns, and be sure to turn both leveling legs the same amount.'] 	 talks_about 	 Do not over-tighten.
['Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower it. It may take several turns of the leveling leg to adjust the tilt of the refrigerator.', 'A flare nut wrench works best, but an open-end wrench will suffice. Do not over-tighten.', 'Open both doors and check to make sure that they close easily. If the doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. It may take several more turns, and be sure to turn both leveling legs the same amount.'] 	 talks_about 	 Open both doors and check to make sure that both doors close easily.
['Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower it. It may take several turns of the leveling leg to adjust the tilt of the refrigerator.', 'A flare nut wrench works best, but an open-end wrench will suffice. Do not over-tighten.', 'Open both doors and check to make sure that they close easily. If the doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. It may take several more turns, and be sure to turn both leveling legs the same amount.'] 	 talks_about 	 If both doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left.
['Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower it. It may take several turns of the leveling leg to adjust the tilt of the refrigerator.', 'A flare nut wrench works best, but an open-end wrench will suffice. Do not over-tighten.', 'Open both doors and check to make sure that they close easily. If the doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. It may take several more turns, and be sure to turn both leveling legs the same amount.'] 	 talks_about 	 to turn both leveling legs the same amount may take several more turns, and be sure.
Turn the leveling leg to the left to raise that side of the refrigerator or to the right to lower the refrigerator. 	 paraphrase 	 the leveling leg should be turned to the left to raise that side of the refrigerator or to the right to lower the refrigerator
the leveling leg should be turned to the left to raise that side of the refrigerator or to the right to lower the refrigerator 	 talks_about 	 the leveling leg
the leveling leg should be turned to the left to raise that side of the refrigerator or to the right to lower the refrigerator 	 talks_about 	 to the left to raise that side of the refrigerator or to the right to lower the refrigerator
the leveling leg 	 should_be_turned 	 to the left to raise that side of the refrigerator or to the right to lower the refrigerator
A flare nut wrench works best, but an open-end wrench will suffice. 	 talks_about 	 an open-end wrench will suffice
A flare nut wrench works best, but an open-end wrench will suffice. 	 talks_about 	 A flare nut wrench works best
A flare nut wrench works best 	 Contrast 	 an open-end wrench will suffice
Open both doors and check to make sure that both doors close easily. 	 talks_about 	 both doors close easily
Open both doors and check to make sure that both doors close easily. 	 talks_about 	 Open both doors and check to make sure
Open both doors and check to make sure 	 that 	 both doors close easily
If both doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. 	 talks_about 	 both doors do not close easily
If both doors do not close easily, tilt the refrigerator slightly more to the rear by turning both leveling legs to the left. 	 talks_about 	 tilt the refrigerator slightly more to the rear by turning both leveling legs to the left
tilt the refrigerator slightly more to the rear by turning both leveling legs to the left 	 Condition 	 both doors do not close easily
both doors do not close easily 	 Follows 	 tilt the refrigerator slightly more to the rear by turning both leveling legs to the left
tilt the refrigerator slightly more to the rear by turning both leveling legs to the left 	 paraphrase 	 the refrigerator should be tilted slightly more to the rear by turning both leveling legs to the left
the refrigerator should be tilted slightly more to the rear by turning both leveling legs to the left 	 talks_about 	 the refrigerator
the refrigerator should be tilted slightly more to the rear by turning both leveling legs to the left 	 talks_about 	 slightly more to the rear by turning both leveling legs to the left
the refrigerator 	 should_be_tilted 	 slightly more to the rear by turning both leveling legs to the left
the leveling leg should be turned to the left to raise that side of the refrigerator or to the right to lower the refrigerator 	 talks_about 	 raise that side of the refrigerator
the leveling leg should be turned to the left to raise that side of the refrigerator or to the right to lower the refrigerator 	 talks_about 	 the left
raise that side of the refrigerator 	 should_be_turned_to_reverse 	 the leveling leg
the leveling leg 	 should_be_turned_to 	 raise that side of the refrigerator
the leveling leg 	 should_be_turned_to 	 the left
the left 	 should_be_turned_to_reverse 	 the leveling leg
to adjust the tilt of the refrigerator may take several turns of the leveling leg. 	 talks_about 	 to adjust the tilt of the refrigerator
to adjust the tilt of the refrigerator may take several turns of the leveling leg. 	 talks_about 	 several turns of the leveling leg
to adjust the tilt of the refrigerator 	 may_take 	 several turns of the leveling leg
several turns of the leveling leg 	 may_take_reverse 	 to adjust the tilt of the refrigerator
to turn both leveling legs the same amount may take several more turns, and be sure. 	 talks_about 	 several more turns
to turn both leveling legs the same amount may take several more turns, and be sure. 	 talks_about 	 the same amount
to turn both leveling legs the same amount may take several more turns, and be sure. 	 talks_about 	 sure
several more turns 	 may_take_reverse 	 the same amount
the same amount 	 may_take 	 several more turns
sure 	 be_reverse 	 the same amount
the same amount 	 be 	 sure
the refrigerator should be tilted slightly more to the rear by turning both leveling legs to the left 	 talks_about 	 the rear
the refrigerator 	 should_be_tilted_slightly_more_to 	 the rear
the rear 	 should_be_tilted_slightly_more_to_reverse 	 the refrigerator
['The left refrigerator door has an adjustable nut, located on the bottom hinge, to raise and lower the door for proper alignment.', 'If the space between the doors is uneven, follow the instructions below to align the left door', "Use the wrench (included with the owner's manual) to turn the nut in the door hinge to adjust the height. Turn the nut to the right to raise the door or to the left to lower it."] 	 talks_about 	 Left Refrigerator Door has an adjustable nut, located on the bottom hinge, to raise and lower Left Refrigerator Door for proper alignment.
['The left refrigerator door has an adjustable nut, located on the bottom hinge, to raise and lower the door for proper alignment.', 'If the space between the doors is uneven, follow the instructions below to align the left door', "Use the wrench (included with the owner's manual) to turn the nut in the door hinge to adjust the height. Turn the nut to the right to raise the door or to the left to lower it."] 	 talks_about 	 If the space between the doors is uneven, follow the instructions below to align Left Refrigerator Door Use the wrench ( included with the owner's manual ) to turn an adjustable nut, located on the bottom hinge to adjust the height.
['The left refrigerator door has an adjustable nut, located on the bottom hinge, to raise and lower the door for proper alignment.', 'If the space between the doors is uneven, follow the instructions below to align the left door', "Use the wrench (included with the owner's manual) to turn the nut in the door hinge to adjust the height. Turn the nut to the right to raise the door or to the left to lower it."] 	 talks_about 	 Turn an adjustable nut, located on the bottom hinge to the right to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door.
If the space between the doors is uneven, follow the instructions below to align Left Refrigerator Door Use the wrench ( included with the owner's manual ) to turn an adjustable nut, located on the bottom hinge to adjust the height. 	 talks_about 	 the space between the doors is uneven
If the space between the doors is uneven, follow the instructions below to align Left Refrigerator Door Use the wrench ( included with the owner's manual ) to turn an adjustable nut, located on the bottom hinge to adjust the height. 	 talks_about 	 follow the instructions below to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height
follow the instructions below to align Left Refrigerator Door Use the wrench included with the owner 's manual to turn an adjustable nut , located on the bottom hinge to adjust the height 	 Condition 	 the space between the doors is uneven
the space between the doors is uneven 	 Follows 	 follow the instructions below to align Left Refrigerator Door Use the wrench included with the owner 's manual to turn an adjustable nut , located on the bottom hinge to adjust the height
Turn an adjustable nut, located on the bottom hinge to the right to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door. 	 paraphrase 	 an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door
an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door 	 talks_about 	 an adjustable nut, located on the bottom hinge to the right
an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door 	 talks_about 	 to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door
an adjustable nut, located on the bottom hinge to the right 	 should_be_turned 	 to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door
follow the instructions below to align Left Refrigerator Door Use the wrench included with the owner 's manual to turn an adjustable nut , located on the bottom hinge to adjust the height 	 paraphrase 	 the instructions below should be followed to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height
the instructions below should be followed to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height 	 talks_about 	 the instructions below
the instructions below should be followed to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height 	 talks_about 	 to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height
the instructions below 	 should_be_followed 	 to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height
Left Refrigerator Door has an adjustable nut, located on the bottom hinge, to raise and lower Left Refrigerator Door for proper alignment. 	 talks_about 	 Left Refrigerator Door
Left Refrigerator Door has an adjustable nut, located on the bottom hinge, to raise and lower Left Refrigerator Door for proper alignment. 	 talks_about 	 an adjustable nut, located on the bottom hinge, to lower Left Refrigerator Door for proper alignment
Left Refrigerator Door has an adjustable nut, located on the bottom hinge, to raise and lower Left Refrigerator Door for proper alignment. 	 talks_about 	 an adjustable nut, located on the bottom hinge, to raise for proper alignment
Left Refrigerator Door 	 has 	 an adjustable nut, located on the bottom hinge, to lower Left Refrigerator Door for proper alignment
an adjustable nut, located on the bottom hinge, to lower Left Refrigerator Door for proper alignment 	 has_reverse 	 Left Refrigerator Door
Left Refrigerator Door 	 has 	 an adjustable nut, located on the bottom hinge, to raise for proper alignment
an adjustable nut, located on the bottom hinge, to raise for proper alignment 	 has_reverse 	 Left Refrigerator Door
an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door 	 talks_about 	 the right
an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door 	 talks_about 	 raise Left Refrigerator Door or to the left
an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door 	 talks_about 	 an adjustable nut, located on the bottom
an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door 	 talks_about 	 the right should be turned
an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door 	 talks_about 	 the bottom
an adjustable nut, located on the bottom hinge to the right should be turned to raise Left Refrigerator Door or to the left to lower Left Refrigerator Door 	 talks_about 	 an adjustable nut
the right 	 should_be_turned_to 	 raise Left Refrigerator Door or to the left
an adjustable nut, located on the bottom 	 hinge_to 	 the right should be turned
the bottom 	 located_on_reverse 	 an adjustable nut
raise Left Refrigerator Door or to the left 	 should_be_turned_to_reverse 	 the right
an adjustable nut 	 located_on 	 the bottom
the right should be turned 	 hinge_to_reverse 	 an adjustable nut, located on the bottom
the space between the doors is uneven 	 talks_about 	 uneven
the space between the doors is uneven 	 talks_about 	 the space between the doors
uneven 	 is_reverse 	 the space between the doors
the space between the doors 	 is 	 uneven
the instructions below should be followed to align Left Refrigerator Door Use the wrench included with the owner's manual to turn an adjustable nut, located on the bottom hinge to adjust the height 	 talks_about 	 an adjustable nut
