REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
Refrigerated foods 	 will_stay 	 preserved
Refrigerated foods 	 preserved_if 	 stored in the freezer
you are leaving the refrigerator turned off for an extended period 	 talks_about 	 the refrigerator
you are leaving the refrigerator turned off for an extended period 	 talks_about 	 an extended period
you are leaving the refrigerator turned off for an extended period 	 talks_about 	 turned off for an extended period
the refrigerator 	 turned_off_for 	 an extended period
food packaging should be wiped down to prevent adjacent foods from being contaminated 	 talks_about 	 food packaging
food packaging should be wiped down to prevent adjacent foods from being contaminated 	 talks_about 	 prevent adjacent foods from being contaminated
food packaging 	 should_be_wiped_down_to 	 prevent adjacent foods from being contaminated
the refrigerator is kept in a hot and humid place 	 talks_about 	 the refrigerator
the refrigerator is kept in a hot and humid place 	 talks_about 	 a hot place
the refrigerator is kept in a hot and humid place 	 talks_about 	 a humid place
the refrigerator 	 is_kept_in 	 a hot place
the refrigerator 	 is_kept_in 	 a humid place
frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form 	 talks_about 	 frequent opening of the door or storing a lot of vegetables in the refrigerator
frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form 	 talks_about 	 condensation to form
frequent opening of the door or storing a lot of vegetables in the refrigerator 	 may_cause 	 condensation to form
doors are opened or closed too often 	 talks_about 	 doors
doors are opened or closed too often 	 talks_about 	 too often
doors 	 closed 	 too often
warm air may penetrate the refrigerator and raise the refrigerator temperature 	 talks_about 	 warm air
warm air may penetrate the refrigerator and raise the refrigerator temperature 	 talks_about 	 the refrigerator
warm air 	 may_penetrate 	 the refrigerator
you are leaving home for a short period, like a short vacation 	 talks_about 	 a short period
you are leaving home for a short period, like a short vacation 	 talks_about 	 home
sentence_list_62 	 talks_about 	 Your freezer will not quick-freeze a large quantity of food.
sentence_list_62 	 talks_about 	 Do not put more unfrozen food into Your freezer than will freeze within 24 hours ( no more than 2 to 3 pounds of food per cubic foot of freezer space ).
sentence_list_62 	 talks_about 	 Leave enough space in Your freezer for air to circulate around packages.
sentence_list_62 	 talks_about 	 Be careful to leave enough room at the front so the door can close tightly.
sentence_list_62 	 talks_about 	 Storage times will vary according to the quality and type of food, the type of packaging or wrap used ( how airtight and moisture-proof ) and the storage temperature.
sentence_list_62 	 talks_about 	 Ice crystals inside a sealed package are normal.
sentence_list_62 	 talks_about 	 are simply means that moisture in the food and air inside a sealed package have condensed, creating ice crystals.
Do not put more unfrozen food into Your freezer than will freeze within 24 hours ( no more than 2 to 3 pounds of food per cubic foot of freezer space ). 	 talks_about 	 than will freeze within 24 hours no more than 2 to 3 pounds of food per cubic foot of freezer space
Do not put more unfrozen food into Your freezer than will freeze within 24 hours ( no more than 2 to 3 pounds of food per cubic foot of freezer space ). 	 talks_about 	 Do not put more unfrozen food into Your freezer
Leave enough space in Your freezer for air to circulate around packages. 	 talks_about 	 for air to circulate around packages
Leave enough space in Your freezer for air to circulate around packages. 	 talks_about 	 Leave enough space in Your freezer
Be careful to leave enough room at the front so the door can close tightly. 	 talks_about 	 the door can close tightly
Be careful to leave enough room at the front so the door can close tightly. 	 talks_about 	 Be careful to leave enough room at the front
Be careful to leave enough room at the front 	 Result 	 the door can close tightly
Storage times will vary according to the quality and type of food, the type of packaging or wrap used ( how airtight and moisture-proof ) and the storage temperature. 	 talks_about 	 how airtight and moisture-proof
Storage times will vary according to the quality and type of food, the type of packaging or wrap used ( how airtight and moisture-proof ) and the storage temperature. 	 talks_about 	 Storage times will vary according to the quality and type of food, the type of packaging or wrap used and the storage temperature
are simply means that moisture in the food and air inside a sealed package have condensed, creating ice crystals. 	 talks_about 	 moisture in the food and air inside a sealed package have condensed, creating ice crystals
are simply means that moisture in the food and air inside a sealed package have condensed, creating ice crystals. 	 talks_about 	 are simply means
are simply means 	 that 	 moisture in the food and air inside a sealed package have condensed , creating ice crystals
Do not put more unfrozen food into Your freezer 	 paraphrase 	 more unfrozen food should not be put into Your freezer
more unfrozen food should not be put into Your freezer 	 talks_about 	 more unfrozen food
more unfrozen food should not be put into Your freezer 	 talks_about 	 into Your freezer
more unfrozen food 	 should_not_be_put 	 into Your freezer
Leave enough space in Your freezer 	 paraphrase 	 enough space should be leaved in Your freezer
enough space should be leaved in Your freezer 	 talks_about 	 enough space
enough space should be leaved in Your freezer 	 talks_about 	 in Your freezer
enough space 	 should_be_leaved 	 in Your freezer
Your freezer will not quick-freeze a large quantity of food. 	 talks_about 	 Your freezer
Your freezer will not quick-freeze a large quantity of food. 	 talks_about 	 a large quantity of food
Your freezer 	 will_not_quick-freeze 	 a large quantity of food
Ice crystals inside a sealed package are normal. 	 talks_about 	 Ice crystals inside a sealed package
Ice crystals inside a sealed package are normal. 	 talks_about 	 normal
Ice crystals inside a sealed package 	 are 	 normal
more unfrozen food should not be put into Your freezer 	 talks_about 	 Your freezer
more unfrozen food 	 should_not_be_put_into 	 Your freezer
for air to circulate around packages 	 talks_about 	 air
for air to circulate around packages 	 talks_about 	 packages
air 	 to_circulate 	 packages
enough space should be leaved in Your freezer 	 talks_about 	 Your freezer
enough space 	 should_be_leaved_in 	 Your freezer
sentence_list_63 	 talks_about 	 Successful freezing depends on correct packaging.
sentence_list_63 	 talks_about 	 When you close and seal the package, the package must not allow air or moisture in or out.
sentence_list_63 	 talks_about 	 If the package does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.
sentence_list_63 	 talks_about 	 Follow package or container instructions for proper freezing methods.
When you close and seal the package, the package must not allow air or moisture in or out. 	 talks_about 	 you close and seal the package
When you close and seal the package, the package must not allow air or moisture in or out. 	 talks_about 	 the package must not allow air or moisture in or out
the package must not allow air or moisture in or out 	 Synchronous 	 you close and seal the package
If the package does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food. 	 talks_about 	 the package does
If the package does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food. 	 talks_about 	 you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 Condition 	 the package does
the package does 	 Follows 	 you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food
Follow package or container instructions for proper freezing methods. 	 paraphrase 	 package or container instructions for proper freezing methods should be followed 
Successful freezing depends on correct packaging. 	 talks_about 	 Successful freezing
Successful freezing depends on correct packaging. 	 talks_about 	 correct packaging
Successful freezing 	 depends_on 	 correct packaging
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks_about 	 taste transfer throughout the refrigerator
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks_about 	 frozen food
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks_about 	 food odor
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks_about 	 the refrigerator
sentence_list_64 	 talks_about 	 Rigid plastic containers with tight-fitting lids Straight-sided canning/freezing jars Heavy-duty aluminum foil Plastic-coated paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags
Rigid plastic containers with tight-fitting lids Straight-sided canning/freezing jars Heavy-duty aluminum foil Plastic-coated paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags 	 talks_about 	 Rigid plastic containers with tight-fitting lids
Rigid plastic containers with tight-fitting lids Straight-sided canning/freezing jars Heavy-duty aluminum foil Plastic-coated paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags 	 talks_about 	 Heavy-duty aluminum foil
Rigid plastic containers with tight-fitting lids Straight-sided canning/freezing jars Heavy-duty aluminum foil Plastic-coated paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags 	 talks_about 	 paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags
Rigid plastic containers with tight-fitting lids 	 Plastic-coated_paper_Non-permeable_plastic_wraps_Specified_freezer-grade_self-sealing_plastic_bags 	 Heavy-duty aluminum foil
Rigid plastic containers with tight-fitting lids 	 Plastic-coated 	 paper Non-permeable plastic wraps Specified freezer-grade self-sealing plastic bags
sentence_list_65 	 talks_about 	 Bread wrappers Non-polyethylene plastic containers Containers without tight lids Wax paper or wax-coated freezer wrap Thin, semi-permeable wrap
Bread wrappers Non-polyethylene plastic containers Containers without tight lids Wax paper or wax-coated freezer wrap Thin, semi-permeable wrap 	 talks_about 	 Wax paper or wax-coated freezer
Bread wrappers Non-polyethylene plastic containers Containers without tight lids Wax paper or wax-coated freezer wrap Thin, semi-permeable wrap 	 talks_about 	 Thin
Wax paper or wax-coated freezer 	 wrap 	 Thin
sentence_list_66 	 talks_about 	 Humidity Controlled Crispers is only available on some models.
sentence_list_66 	 talks_about 	 Humidity Controlled Crispers provide fresher tasting fruit and vegetables by letting you easily control humidity inside the drawer.
sentence_list_66 	 talks_about 	 You can control the amount of humidity in Humidity Controlled Crispers by adjusting the control to any setting between Vegetables and Fruit.
sentence_list_66 	 talks_about 	 Vegetables keeps moist air in the crisper for best storage of fresh, leafy vegetables.
sentence_list_66 	 talks_about 	 Fruit lets moist air out of the crisper for best storage of fruit.
Humidity Controlled Crispers is only available on some models. 	 talks_about 	 Humidity Controlled Crispers
Humidity Controlled Crispers is only available on some models. 	 talks_about 	 some models
Humidity Controlled Crispers is only available on some models. 	 talks_about 	 only available
Humidity Controlled Crispers 	 is_only_available_on 	 some models
Humidity Controlled Crispers 	 is 	 only available
Humidity Controlled Crispers provide fresher tasting fruit and vegetables by letting you easily control humidity inside the drawer. 	 talks_about 	 Humidity Controlled Crispers
Humidity Controlled Crispers provide fresher tasting fruit and vegetables by letting you easily control humidity inside the drawer. 	 talks_about 	 fresher vegetables
Humidity Controlled Crispers provide fresher tasting fruit and vegetables by letting you easily control humidity inside the drawer. 	 talks_about 	 Humidity
Humidity Controlled Crispers provide fresher tasting fruit and vegetables by letting you easily control humidity inside the drawer. 	 talks_about 	 Crispers
Humidity Controlled Crispers provide fresher tasting fruit and vegetables by letting you easily control humidity inside the drawer. 	 talks_about 	 fresher tasting fruit
Humidity Controlled Crispers 	 provide 	 fresher vegetables
Humidity 	 Controlled 	 Crispers
Humidity Controlled Crispers 	 provide 	 fresher tasting fruit
You can control the amount of humidity in Humidity Controlled Crispers by adjusting the control to any setting between Vegetables and Fruit. 	 talks_about 	 the amount of humidity in Humidity Controlled Crispers
Vegetables keeps moist air in the crisper for best storage of fresh, leafy vegetables. 	 talks_about 	 Vegetables
Vegetables keeps moist air in the crisper for best storage of fresh, leafy vegetables. 	 talks_about 	 moist air
Vegetables keeps moist air in the crisper for best storage of fresh, leafy vegetables. 	 talks_about 	 the crisper for best storage of fresh, leafy vegetables
Vegetables 	 keeps 	 moist air
Vegetables 	 keeps_moist_air_in 	 the crisper for best storage of fresh, leafy vegetables
sentence_list_67 	 talks_about 	 Open the doors completely and remove the contents of the Door-in-Door case.
sentence_list_67 	 talks_about 	 Lift up and pull out the Door-in-Door case.
sentence_list_67 	 talks_about 	 The Door-in-Door feature is only available on some models.
sentence_list_67 	 talks_about 	 Pull out the crisper to full extension, lift the front up, and pull straight out.
sentence_list_67 	 talks_about 	 Lift the front of the cover up with both hands until the front of the cover detaches from the back wall of the cabinet, then pull the front of the cover out.
sentence_list_67 	 talks_about 	 Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place.
sentence_list_67 	 talks_about 	 Line up the tabs on the Door-in-Door case with the slots on the door and push down until the Door-in-Door case snaps into place.
Lift the front of the cover up with both hands until the front of the cover detaches from the back wall of the cabinet, then pull the front of the cover out. 	 talks_about 	 the front of the cover detaches from the back wall of the cabinet
Lift the front of the cover up with both hands until the front of the cover detaches from the back wall of the cabinet, then pull the front of the cover out. 	 talks_about 	 Lift the front of the cover up with both hands, then pull the front of the cover out
Lift the front of the cover up with both hands , then pull the front of the cover out 	 Precedence 	 the front of the cover detaches from the back wall of the cabinet
Line up the tabs on the Door-in-Door case with the slots on the door and push down until the Door-in-Door case snaps into place. 	 talks_about 	 the Door-in-Door case snaps into place
Line up the tabs on the Door-in-Door case with the slots on the door and push down until the Door-in-Door case snaps into place. 	 talks_about 	 Line up the tabs on the Door-in-Door case with the slots on the door and push down
Line up the tabs on the Door-in-Door case with the slots on the door and push down 	 Precedence 	 the Door-in-Door case snaps into place
The Door-in-Door feature is only available on some models. 	 talks_about 	 The Door-in-Door feature
The Door-in-Door feature is only available on some models. 	 talks_about 	 only available
The Door-in-Door feature 	 is 	 only available
Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place. 	 talks_about 	 the front, insert
Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place. 	 talks_about 	 the crisper
Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place. 	 talks_about 	 back into place
the front, insert 	 push 	 the crisper
the front, insert 	 push_the_crisper 	 back into place
the Door-in-Door case snaps into place 	 talks_about 	 the Door-in-Door case
the Door-in-Door case snaps into place 	 talks_about 	 place
the Door-in-Door case 	 snaps_into 	 place
sentence_list_68 	 talks_about 	 Open the doors completely and remove the contents of the Door-in-Door case.
sentence_list_68 	 talks_about 	 Lift up and pull out the Door-in-Door case.
sentence_list_68 	 talks_about 	 The Door-in-Door feature is only available on some models.
sentence_list_68 	 talks_about 	 Pull out the crisper to full extension, lift the front up, and pull straight out.
sentence_list_68 	 talks_about 	 Lift the front of the cover up with both hands until the front of the cover detaches from the back wall of the cabinet, then pull the front of the cover out.
sentence_list_68 	 talks_about 	 Slightly tilt up the front, insert the crisper into the frame and push the crisper back into place.
sentence_list_68 	 talks_about 	 Line up the tabs on the Door-in-Door case with the slots on the door and push down until the Door-in-Door case snaps into place.
sentence_list_69 	 talks_about 	 This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section.
sentence_list_69 	 talks_about 	 This drawer can be used for large party trays, deli items and beverages.
sentence_list_69 	 talks_about 	 ( This drawer should not be used to store vegetables that require high humidity. )
sentence_list_69 	 talks_about 	 Press the Select button to choose between Produce ( Cold ), Deli ( Colder ) and Meat ( Coldest ).
This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. 	 talks_about 	 can keep the compartment at a slightly different temperature than the refrigerator section
This function provides storage space with a variable temperature control that can keep the compartment at a slightly different temperature than the refrigerator section. 	 talks_about 	 This function provides storage space with a variable temperature control
This function provides storage space with a variable temperature control 	 that 	 can keep the compartment at a slightly different temperature than the refrigerator section
( This drawer should not be used to store vegetables that require high humidity. ) 	 talks_about 	 require high humidity
( This drawer should not be used to store vegetables that require high humidity. ) 	 talks_about 	 This drawer should not be used to store vegetables
This drawer should not be used to store vegetables 	 that 	 require high humidity
Press the Select button to choose between Produce ( Cold ), Deli ( Colder ) and Meat ( Coldest ). 	 paraphrase 	 the Select button should be pressed to choose between Produce Cold, Deli Colder and Meat Coldest
the Select button should be pressed to choose between Produce Cold, Deli Colder and Meat Coldest 	 talks_about 	 the Select button
the Select button should be pressed to choose between Produce Cold, Deli Colder and Meat Coldest 	 talks_about 	 to choose between Produce Cold, Deli Colder and Meat Coldest
the Select button 	 should_be_pressed 	 to choose between Produce Cold, Deli Colder and Meat Coldest
require high humidity 	 paraphrase 	 high humidity should be required 
This drawer can be used for large party trays, deli items and beverages. 	 talks_about 	 This drawer
This drawer can be used for large party trays, deli items and beverages. 	 talks_about 	 large beverages
This drawer can be used for large party trays, deli items and beverages. 	 talks_about 	 large party trays
This drawer can be used for large party trays, deli items and beverages. 	 talks_about 	 large deli items
This drawer 	 can_be_used_for 	 large beverages
This drawer 	 can_be_used_for 	 large party trays
This drawer 	 can_be_used_for 	 large deli items
the Select button should be pressed to choose between Produce Cold, Deli Colder and Meat Coldest 	 talks_about 	 choose between Produce Cold, Deli Colder and Meat Coldest
the Select button 	 should_be_pressed_to 	 choose between Produce Cold, Deli Colder and Meat Coldest
This function provides storage space with a variable temperature control 	 talks_about 	 This function
This function provides storage space with a variable temperature control 	 talks_about 	 storage space
This function 	 provides 	 storage space
This drawer should not be used to store vegetables 	 talks_about 	 This drawer
This drawer should not be used to store vegetables 	 talks_about 	 vegetables
This drawer should not be used to store vegetables 	 talks_about 	 store vegetables
This drawer 	 to_store 	 vegetables
This drawer 	 should_not_be_used_to 	 store vegetables
sentence_list_70 	 talks_about 	 Do not place any items on the Glide'N'Serve cover.
Do not place any items on the Glide'N'Serve cover. 	 paraphrase 	 any items should not be placed on the Glide'N'Serve cover
any items should not be placed on the Glide'N'Serve cover 	 talks_about 	 any items
any items should not be placed on the Glide'N'Serve cover 	 talks_about 	 on the Glide'N'Serve cover
any items 	 should_not_be_placed 	 on the Glide'N'Serve cover
any items should not be placed on the Glide'N'Serve cover 	 talks_about 	 the Glide'N'Serve cover
any items 	 should_not_be_placed_on 	 the Glide'N'Serve cover
sentence_list_71 	 talks_about 	 To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out.
To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out. 	 talks_about 	 the Glide'N'Serve
To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out. 	 talks_about 	 pull out the drawer until the drawer stops lift the front up and pull straight out
the Glide'N'Serve 	 should_be_removed_by 	 pull out the drawer until the drawer stops lift the front up and pull straight out
sentence_list_72 	 talks_about 	 To remove the Glide'N'Serve, pull out the drawer until the drawer stops, lift the front up, and pull straight out.
sentence_list_73 	 talks_about 	 Refrigerator Shelves are adjustable to meet individual storage needs.
sentence_list_73 	 talks_about 	 Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier.
Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier. 	 talks_about 	 you want easier
Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item you want easier. 	 talks_about 	 Adjusting Refrigerator Shelves to fit items of different heights will make finding the exact item
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 Refrigerator Shelves
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 adjustable to meet individual storage needs
Refrigerator Shelves are adjustable to meet individual storage needs. 	 talks_about 	 individual storage needs
Refrigerator Shelves 	 are 	 adjustable to meet individual storage needs
Refrigerator Shelves 	 to_meet 	 individual storage needs
you want easier 	 talks_about 	 easier
sentence_list_74 	 talks_about 	 Folding Shelf is only available on some models.
sentence_list_74 	 talks_about 	 Store taller items, such as a gallon container or bottles, by pushing the front half of the shelf underneath the back half of the shelf.
sentence_list_74 	 talks_about 	 Pull the front half of the shelf forward to return to a full shelf.
Store taller items, such as a gallon container or bottles, by pushing the front half of the shelf underneath the back half of the shelf. 	 paraphrase 	 taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 taller items, such as a gallon container or bottles,
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as a gallon container or bottles, 	 should_be_stored 	 by pushing the front half of the shelf underneath the back half of the shelf
Pull the front half of the shelf forward to return to a full shelf. 	 paraphrase 	 the front half of the shelf should be pulled forward to return to a full shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 the front half of the shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 forward to return to a full shelf
the front half of the shelf 	 should_be_pulled 	 forward to return to a full shelf
Folding Shelf is only available on some models. 	 talks_about 	 Folding Shelf
Folding Shelf is only available on some models. 	 talks_about 	 only available
Folding Shelf is only available on some models. 	 talks_about 	 some models
Folding Shelf 	 is 	 only available
Folding Shelf 	 is_only_available_on 	 some models
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 taller items, such as a gallon container or bottles
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 the back half of the shelf
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 pushing the front half of the shelf underneath the back half of the shelf
taller items, such as a gallon container or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 the front half of the shelf
taller items, such as a gallon container or bottles 	 by_pushing_the_front_half_of_the_shelf_underneath 	 the back half of the shelf
taller items, such as a gallon container or bottles 	 should_be_stored_by 	 pushing the front half of the shelf underneath the back half of the shelf
taller items, such as a gallon container or bottles 	 by_pushing 	 the front half of the shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 return to a full shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 a full shelf
the front half of the shelf should be pulled forward to return to a full shelf 	 talks_about 	 forward
the front half of the shelf 	 should_be_pulled_forward_to 	 return to a full shelf
the front half of the shelf 	 to_return_to 	 a full shelf
the front half of the shelf 	 should_be_pulled 	 forward
sentence_list_75 	 talks_about 	 Glass shelves are heavy.
sentence_list_75 	 talks_about 	 Use special care when removing Glass shelves.
sentence_list_75 	 talks_about 	 Do not clean glass shelves with warm water while glass shelves are cold.
sentence_list_75 	 talks_about 	 Shelves may break if exposed to sudden temperature changes or impact.
Use special care when removing Glass shelves. 	 talks_about 	 removing Glass shelves
Use special care when removing Glass shelves. 	 talks_about 	 Use special care
Use special care 	 Synchronous 	 removing Glass shelves
Do not clean glass shelves with warm water while glass shelves are cold. 	 talks_about 	 glass shelves are cold
Do not clean glass shelves with warm water while glass shelves are cold. 	 talks_about 	 Do not clean glass shelves with warm water
Do not clean glass shelves with warm water 	 Synchronous 	 glass shelves are cold
Shelves may break if exposed to sudden temperature changes or impact. 	 talks_about 	 exposed to sudden temperature changes or impact
Shelves may break if exposed to sudden temperature changes or impact. 	 talks_about 	 Shelves may break
Shelves may break 	 Condition 	 exposed to sudden temperature changes or impact
exposed to sudden temperature changes or impact 	 Follows 	 Shelves may break
Use special care 	 paraphrase 	 special care should be used 
Do not clean glass shelves with warm water 	 paraphrase 	 glass shelves should not be cleaned with warm water
glass shelves should not be cleaned with warm water 	 talks_about 	 glass shelves
glass shelves should not be cleaned with warm water 	 talks_about 	 with warm water
glass shelves 	 should_not_be_cleaned 	 with warm water
Glass shelves are heavy. 	 talks_about 	 Glass shelves
Glass shelves are heavy. 	 talks_about 	 heavy
Glass shelves 	 are 	 heavy
glass shelves are cold 	 talks_about 	 glass shelves
glass shelves are cold 	 talks_about 	 cold
glass shelves 	 are 	 cold
glass shelves should not be cleaned with warm water 	 talks_about 	 warm water
glass shelves 	 should_not_be_cleaned_with 	 warm water
sentence_list_76 	 talks_about 	 Do not clean glass shelves with warm water while glass shelves are cold.
sentence_list_76 	 talks_about 	 Shelves may break if exposed to sudden temperature changes or impact.
sentence_list_77 	 talks_about 	 Pull the shelf out.
sentence_list_77 	 talks_about 	 Lower the front of the shelf so that the shelf hooks drop into the slots.
sentence_list_77 	 talks_about 	 Make sure that shelves are level from one side to the other.
sentence_list_77 	 talks_about 	 Failure to do so may result in the shelf falling or spilled food.
Pull the shelf out. 	 paraphrase 	 the shelf should be pulled out
the shelf should be pulled out 	 talks_about 	 the shelf
Lower the front of the shelf so that the shelf hooks drop into the slots. 	 talks_about 	 the shelf hooks drop into the slots
Lower the front of the shelf so that the shelf hooks drop into the slots. 	 talks_about 	 Lower the front of the shelf
Lower the front of the shelf 	 Result 	 the shelf hooks drop into the slots
Make sure that shelves are level from one side to the other. 	 talks_about 	 shelves are level from one side to the other
Make sure that shelves are level from one side to the other. 	 talks_about 	 Make sure
Make sure 	 that 	 shelves are level from one side to the other
Lower the front of the shelf 	 paraphrase 	 the front of the shelf should be lowered 
Failure to do so may result in the shelf falling or spilled food. 	 talks_about 	 Failure to do so
Failure to do so may result in the shelf falling or spilled food. 	 talks_about 	 the shelf falling or spilled food
Failure to do so 	 may_result_in 	 the shelf falling or spilled food
the shelf hooks drop into the slots 	 talks_about 	 the shelf
the shelf hooks drop into the slots 	 talks_about 	 the slots
the shelf 	 hooks_drop_into 	 the slots
shelves are level from one side to the other 	 talks_about 	 shelves
shelves are level from one side to the other 	 talks_about 	 level from one side to the other
shelves 	 are 	 level from one side to the other
sentence_list_78 	 talks_about 	 Do not clean glass shelves with warm water while glass shelves are cold.
sentence_list_78 	 talks_about 	 Shelves may break if exposed to sudden temperature changes or impact.
sentence_list_79 	 talks_about 	 Pull the shelf out.
sentence_list_79 	 talks_about 	 Lower the front of the shelf so that the shelf hooks drop into the slots.
sentence_list_79 	 talks_about 	 Make sure that shelves are level from one side to the other.
sentence_list_79 	 talks_about 	 Failure to do so may result in the shelf falling or spilled food.
sentence_list_80 	 talks_about 	 Door-in-Door is only available on some models.
sentence_list_80 	 talks_about 	 The Door-in-Door compartment allows for easy access to commonly used food items.
Door-in-Door is only available on some models. 	 talks_about 	 Door-in-Door
Door-in-Door is only available on some models. 	 talks_about 	 some models
Door-in-Door is only available on some models. 	 talks_about 	 only available
Door-in-Door 	 is_only_available_on 	 some models
Door-in-Door 	 is 	 only available
The Door-in-Door compartment allows for easy access to commonly used food items. 	 talks_about 	 The Door-in-Door compartment
The Door-in-Door compartment allows for easy access to commonly used food items. 	 talks_about 	 easy access to commonly used food items
The Door-in-Door compartment 	 allows_for 	 easy access to commonly used food items
sentence_list_81 	 talks_about 	 To access Door-in-Door Compartment, lightly press the button on the right refrigerator door handle.
To access Door-in-Door Compartment, lightly press the button on the right refrigerator door handle. 	 talks_about 	 Door-in-Door Compartment
To access Door-in-Door Compartment, lightly press the button on the right refrigerator door handle. 	 talks_about 	 lightly press the button on the right refrigerator door handle
Door-in-Door Compartment 	 should_be_accessed_by 	 lightly press the button on the right refrigerator door handle
sentence_list_82 	 talks_about 	 The Door-in-Door inner and outer door bins are removable for easy cleaning.
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks_about 	 The Door-in-Door inner door bins
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks_about 	 removable for easy cleaning
The Door-in-Door inner and outer door bins are removable for easy cleaning. 	 talks_about 	 The Door-in-Door outer door bins
The Door-in-Door inner door bins 	 are 	 removable for easy cleaning
The Door-in-Door outer door bins 	 are 	 removable for easy cleaning
sentence_list_83 	 talks_about 	 To remove the door bins, lift up and pull out.
To remove the door bins, lift up and pull out. 	 talks_about 	 the door bins
To remove the door bins, lift up and pull out. 	 talks_about 	 lift up and pull out
the door bins 	 should_be_removed_by 	 lift up and pull out
sentence_list_83 	 talks_about 	 To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place.
To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place. 	 talks_about 	 the door bins
To replace the door bins, slide the door bin in above the desired support and push down until the door bin snaps into place. 	 talks_about 	 slide the door bin in above the desired support and push down until the door bin snaps into place
the door bins 	 should_be_replaced_by 	 slide the door bin in above the desired support and push down until the door bin snaps into place
sentence_list_84 	 talks_about 	 To open the Door-in-Door case, press on the area marked Pull to open.
To open the Door-in-Door case, press on the area marked Pull to open. 	 talks_about 	 the Door-in-Door case
To open the Door-in-Door case, press on the area marked Pull to open. 	 talks_about 	 press on the area marked Pull to open
the Door-in-Door case 	 should_be_opened_by 	 press on the area marked Pull to open
sentence_list_84 	 talks_about 	 the Door-in-Door case is removable for easy cleaning and adjustment.
the Door-in-Door case is removable for easy cleaning and adjustment. 	 talks_about 	 the Door-in-Door case
the Door-in-Door case is removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy cleaning
the Door-in-Door case is removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy adjustment
the Door-in-Door case 	 is 	 removable for easy cleaning
the Door-in-Door case 	 is 	 removable for easy adjustment
sentence_list_85 	 talks_about 	 To remove the case, lift up and pull out.
To remove the case, lift up and pull out. 	 talks_about 	 the case
To remove the case, lift up and pull out. 	 talks_about 	 lift up and pull out
