REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
a trademark of NSF International 	 is_reverse 	 NSF
NSF 	 is 	 a trademark of NSF International
Freezer 	 description_OPERATION_REFRIGERATOR 	 sentence_list_b9ygjh
Refrigerator 	 description_OPERATION_REFRIGERATOR 	 sentence_list_lw72qr
Vacation 	 description_OPERATION_REFRIGERATOR 	 sentence_list_q7t4r2
Express Frz 	 have_features_OPERATION_REFRIGERATOR 	 This function increases freezing capability
This function increases freezing capability 	 description_OPERATION_REFRIGERATOR 	 sentence_list_fui4jz
Control Panel Features 	 have_features_OPERATION_REFRIGERATOR 	 Vacation
Control Panel Features 	 have_features_OPERATION_REFRIGERATOR 	 Express Frz
Display Mode (For Store Use Only) 	 deactivate 	 sentence_list_0d8fgb
Display Mode (For Store Use Only) 	 activate 	 sentence_list_0d8fgb
Sabbath Mode 	 using.description 	 sentence_list_3l6npk
Sabbath mode is used on the Jewish Sabbath and holidays 	 description_OPERATION_REFRIGERATOR 	 sentence_list_emsguf
Frozen Food 	 storing.description 	 sentence_list_s7tkio
Folding Shelf 	 using.description 	 sentence_list_c4rynj
Detaching/Assembling the Full Width Shelf 	 have_features_OPERATION_REFRIGERATOR 	 Full Width Shelf
Full Width Shelf 	 Detaching.caution 	 sentence_list_8tlgv0
Full Width Shelf 	 Detaching.procedure.steps 	 sentence_list_omwvwd
Full Width Shelf 	 Assembling.caution 	 sentence_list_8tlgv0
Full Width Shelf 	 Assembling.procedure.steps 	 sentence_list_omwvwd
Refrigerator Shelves 	 have_features_OPERATION_REFRIGERATOR 	 Detaching/Assembling the Full Width Shelf
Crisper Drawers 	 removing.caution 	 sentence_list_n9c3m7
Crisper Drawers 	 removing.procedure.steps 	 sentence_list_s2rbcd
Crisper Drawers 	 assembling.procedure.steps 	 sentence_list_ow1srr
Door Bins 	 Detaching.description 	 sentence_list_eb2gxt
Door Bins 	 Detaching.procedure.steps 	 sentence_list_bpcqoq
Door Bins 	 Detaching.caution 	 sentence_list_t1n1l4
Door Bins 	 Assembling.description 	 sentence_list_eb2gxt
Door Bins 	 Assembling.procedure.steps 	 sentence_list_bpcqoq
Door Bins 	 Assembling.caution 	 sentence_list_t1n1l4
REFRIGERATOR 	 OPERATION 	 Crisper Drawers
Installation Overview 	 have_features_INSTALLATION_REFRIGERATOR 	 sentence_list_ftlint
Electricity 	 description_INSTALLATION_REFRIGERATOR 	 sentence_list_rmae2i
Dimensions and Clearances 	 description_INSTALLATION_REFRIGERATOR 	 sentence_list_vxs7ci
Doors and Drawers 	 Removing.summary.prerequisites.warning 	 sentence_list_4gtd1a
Doors and Drawers 	 Removing 	 Removing the Hinge Cover
Removing the Hinge Cover 	 have_features_INSTALLATION_REFRIGERATOR 	 Hinge Cover
Hinge Cover 	 removing 	 sentence_list_fkwcmk
Left Refrigerator Door 	 removing.procedure.steps 	 sentence_list_1aa81q
Right Refrigerator Door 	 removing.procedure.steps 	 sentence_list_y7ur22
Removing the Freezer Drawers 	 have_features_INSTALLATION_REFRIGERATOR 	 Freezer Drawers
Freezer Drawers 	 removing.warning 	 sentence_list_vidfnt
Freezer Drawers 	 removing.procedure.steps 	 sentence_list_fzygmx
Freezer Drawer 	 assembling.procedure.steps 	 sentence_list_l5b6mh
Right Refrigerator Door 	 assembling.procedure.steps 	 sentence_list_rh76d2
Left Refrigerator Door 	 assembling.procedure.steps 	 sentence_list_mbou9j
Assembling the Hinge Cover 	 have_features_INSTALLATION_REFRIGERATOR 	 Hinge Cover
Hinge Cover 	 assembling 	 sentence_list_jpw861
Doors and Drawers 	 Removing 	 Removing the Freezer Drawers
Doors and Drawers 	 Removing 	 Assembling the Hinge Cover
Doors and Drawers 	 Assembling.summary.prerequisites.warning 	 sentence_list_4gtd1a
Doors and Drawers 	 Assembling 	 Removing the Hinge Cover
Doors and Drawers 	 Assembling 	 Removing the Freezer Drawers
Doors and Drawers 	 Assembling 	 Assembling the Hinge Cover
Door Alignment 	 have_features_INSTALLATION_REFRIGERATOR 	 Left Refrigerator Door
Right Refrigerator Door 	 procedure.steps 	 sentence_list_rvsy15
Door Alignment 	 have_features_INSTALLATION_REFRIGERATOR 	 Right Refrigerator Door
Leveling and Door Alignment 	 have_features_INSTALLATION_REFRIGERATOR 	 Door Alignment
sentence_list_b9ygjh 	 talks_about 	 Indicates the set temperature of the freezer compartment in Celsius ( ° C ) or Fahrenheit ( ° F ).
sentence_list_b9ygjh 	 talks_about 	 The default freezer temperature is 0 ° F ( -18 ° C ).
sentence_list_b9ygjh 	 talks_about 	 Press the Freezer button repeatedly to select a new set temperature from-7 ° F to 5 ° F ( -23 ° C to-15 ° C ).
Press the Freezer button repeatedly to select a new set temperature from-7 ° F to 5 ° F ( -23 ° C to-15 ° C ). 	 paraphrase 	 the Freezer button should be pressed repeatedly to select a new set temperature from-7 ° F to 5 ° F -23 ° C to-15 ° C
the Freezer button should be pressed repeatedly to select a new set temperature from-7 ° F to 5 ° F -23 ° C to-15 ° C 	 talks_about 	 the Freezer button
the Freezer button should be pressed repeatedly to select a new set temperature from-7 ° F to 5 ° F -23 ° C to-15 ° C 	 talks_about 	 repeatedly to select a new set temperature from-7 ° F to 5 ° F -23 ° C to-15 ° C
the Freezer button 	 should_be_pressed 	 repeatedly to select a new set temperature from-7 ° F to 5 ° F -23 ° C to-15 ° C
sentence_list_lw72qr 	 talks_about 	 Indicates the set temperature of the refrigerator compartment in Celsius ( ° C ) or Fahrenheit ( ° F ).
sentence_list_lw72qr 	 talks_about 	 The default refrigerator temperature is 37 ° F ( 3 ° C ).
sentence_list_lw72qr 	 talks_about 	 Press the Refrigerator button repeatedly to select a new set temperature from 33 ° F to 43 ° F ( 1 ° C to 7 ° C ).
sentence_list_lw72qr 	 talks_about 	 To change the temperature mode from ° F to ° C ( or vice versa ) press and hold the Refrigerator and Freezer buttons simultaneously for approximately five seconds.
sentence_list_lw72qr 	 talks_about 	 The temperature indicator on the display window switches between Celsius and Fahrenheit.
sentence_list_lw72qr 	 talks_about 	 The displayed temperature is the target temperature, and not the actual temperature of the refrigerator.
sentence_list_lw72qr 	 talks_about 	 the actual temperature of the refrigerator depends on the food inside the refrigerator.
Press the Refrigerator button repeatedly to select a new set temperature from 33 ° F to 43 ° F ( 1 ° C to 7 ° C ). 	 paraphrase 	 the Refrigerator button should be pressed repeatedly to select a new set temperature from 33 ° F to 43 ° F 1 ° C to 7 ° C
the Refrigerator button should be pressed repeatedly to select a new set temperature from 33 ° F to 43 ° F 1 ° C to 7 ° C 	 talks_about 	 the Refrigerator button
the Refrigerator button should be pressed repeatedly to select a new set temperature from 33 ° F to 43 ° F 1 ° C to 7 ° C 	 talks_about 	 repeatedly to select a new set temperature from 33 ° F to 43 ° F 1 ° C to 7 ° C
the Refrigerator button 	 should_be_pressed 	 repeatedly to select a new set temperature from 33 ° F to 43 ° F 1 ° C to 7 ° C
sentence_list_q7t4r2 	 talks_about 	 Set the refrigerator to this power saving mode to reduce energy consumption when you are away from home for a few days.
sentence_list_q7t4r2 	 talks_about 	 Press the Vacation button to turn this power saving mode off or on.
sentence_list_q7t4r2 	 talks_about 	 The LED stays lit when this power saving mode is on.
sentence_list_q7t4r2 	 talks_about 	 When this power saving mode is on, the other buttons on the control panel are locked.
sentence_list_q7t4r2 	 talks_about 	 When you return home, remember to turn this power saving mode off to unlock the other buttons on the control panel and return the refrigerator to the refrigerator previous temperature settings.
Set the refrigerator to this power saving mode to reduce energy consumption when you are away from home for a few days. 	 talks_about 	 you are away from home for a few days
Set the refrigerator to this power saving mode to reduce energy consumption when you are away from home for a few days. 	 talks_about 	 Set the refrigerator to this power saving mode to reduce energy consumption
Set the refrigerator to this power saving mode to reduce energy consumption 	 Synchronous 	 you are away from home for a few days
you are away from home for a few days 	 Synchronous 	 Set the refrigerator to this power saving mode to reduce energy consumption
Press the Vacation button to turn this power saving mode off or on. 	 paraphrase 	 the Vacation button should be pressed to turn this power saving mode off or on
the Vacation button should be pressed to turn this power saving mode off or on 	 talks_about 	 the Vacation button
the Vacation button should be pressed to turn this power saving mode off or on 	 talks_about 	 to turn this power saving mode off or on
the Vacation button 	 should_be_pressed 	 to turn this power saving mode off or on
The LED stays lit when this power saving mode is on. 	 talks_about 	 this power saving mode is on
The LED stays lit when this power saving mode is on. 	 talks_about 	 The LED stays lit
The LED stays lit 	 Synchronous 	 this power saving mode is on
this power saving mode is on 	 Synchronous 	 The LED stays lit
When this power saving mode is on, the other buttons on the control panel are locked. 	 talks_about 	 this power saving mode is on
When this power saving mode is on, the other buttons on the control panel are locked. 	 talks_about 	 the other buttons on the control panel are locked
the other buttons on the control panel are locked 	 Synchronous 	 this power saving mode is on
this power saving mode is on 	 Synchronous 	 the other buttons on the control panel are locked
When you return home, remember to turn this power saving mode off to unlock the other buttons on the control panel and return the refrigerator to the refrigerator previous temperature settings. 	 talks_about 	 you return home
When you return home, remember to turn this power saving mode off to unlock the other buttons on the control panel and return the refrigerator to the refrigerator previous temperature settings. 	 talks_about 	 remember to turn this power saving mode off to unlock the other buttons on the control panel and return the refrigerator to the refrigerator previous temperature settings
remember to turn this power saving mode off to unlock the other buttons on the control panel and return the refrigerator to the refrigerator previous temperature settings 	 Synchronous 	 you return home
you return home 	 Synchronous 	 remember to turn this power saving mode off to unlock the other buttons on the control panel and return the refrigerator to the refrigerator previous temperature settings
Set the refrigerator to this power saving mode to reduce energy consumption 	 paraphrase 	 the refrigerator should be set to this power saving mode to reduce energy consumption
the refrigerator should be set to this power saving mode to reduce energy consumption 	 talks_about 	 the refrigerator
the refrigerator should be set to this power saving mode to reduce energy consumption 	 talks_about 	 to this power saving mode to reduce energy consumption
the refrigerator 	 should_be_set 	 to this power saving mode to reduce energy consumption
the Vacation button should be pressed to turn this power saving mode off or on 	 talks_about 	 turn this power saving mode off
the Vacation button should be pressed to turn this power saving mode off or on 	 talks_about 	 this power saving mode
turn this power saving mode off 	 should_be_pressed_to_reverse 	 the Vacation button
the Vacation button 	 should_be_pressed_to 	 turn this power saving mode off
this power saving mode 	 to_turn_off_reverse 	 the Vacation button
the Vacation button 	 to_turn_off 	 this power saving mode
you are away from home for a few days 	 talks_about 	 a few days
you are away from home for a few days 	 talks_about 	 away from home
the refrigerator should be set to this power saving mode to reduce energy consumption 	 talks_about 	 reduce energy consumption
the refrigerator should be set to this power saving mode to reduce energy consumption 	 talks_about 	 this power saving mode
reduce energy consumption 	 should_be_set_to_this_power_saving_mode_to_reverse 	 the refrigerator
this power saving mode 	 should_be_set_to_reverse 	 the refrigerator
the refrigerator 	 should_be_set_to_this_power_saving_mode_to 	 reduce energy consumption
the refrigerator 	 should_be_set_to 	 this power saving mode
The LED stays lit 	 talks_about 	 The LED
The LED stays lit 	 talks_about 	 lit
The LED 	 stays 	 lit
lit 	 stays_reverse 	 The LED
you return home 	 talks_about 	 home
sentence_list_fui4jz 	 talks_about 	 button until the LED lights up on the control panel.
sentence_list_fui4jz 	 talks_about 	 This function operates for about 24 hours, then turns off automatically.
sentence_list_fui4jz 	 talks_about 	 To deactivate This function manually, press and hold the Express Frz.
To deactivate This function manually, press and hold the Express Frz. 	 talks_about 	 This function
To deactivate This function manually, press and hold the Express Frz. 	 talks_about 	 manually press and hold the Express Frz
This function 	 should_be_deactivated_by 	 manually press and hold the Express Frz
sentence_list_fui4jz 	 talks_about 	 button.
button until the LED lights up on the control panel. 	 talks_about 	 the LED lights up on the control panel
button until the LED lights up on the control panel. 	 talks_about 	 button
button 	 succeded_by 	 the LED lights up on the control panel
the LED lights up on the control panel 	 preceded_by 	 button
This function operates for about 24 hours, then turns off automatically. 	 talks_about 	 about 24 hours
This function operates for about 24 hours, then turns off automatically. 	 talks_about 	 This function
about 24 hours 	 operates_for_reverse 	 This function
This function 	 operates_for 	 about 24 hours
the LED lights up on the control panel 	 talks_about 	 the LED
the LED lights up on the control panel 	 talks_about 	 the control panel
the LED 	 lights_up_on 	 the control panel
the control panel 	 lights_up_on_reverse 	 the LED
sentence_list_0d8fgb 	 talks_about 	 With either refrigerator door opened, press the Express Frz.
sentence_list_0d8fgb 	 talks_about 	 button 3 times consecutively while pressing the Refrigerator button.
sentence_list_0d8fgb 	 talks_about 	 The control panel beeps and the temperature settings display to confirm that Display Mode ( For Store Use Only ) is deactivated.
sentence_list_0d8fgb 	 talks_about 	 Use the same procedure to activate Display Mode ( For Store Use Only ).
With either refrigerator door opened, press the Express Frz. 	 talks_about 	 With either refrigerator door opened
With either refrigerator door opened, press the Express Frz. 	 talks_about 	 press the Express Frz
button 3 times consecutively while pressing the Refrigerator button. 	 talks_about 	 pressing the Refrigerator button
button 3 times consecutively while pressing the Refrigerator button. 	 talks_about 	 button 3 times consecutively
button 3 times consecutively 	 Synchronous 	 pressing the Refrigerator button
pressing the Refrigerator button 	 Synchronous 	 button 3 times consecutively
press the Express Frz 	 paraphrase 	 the Express Frz should be pressed
button 3 times consecutively 	 talks_about 	 button
button 3 times consecutively 	 talks_about 	 3 times
button 	 has_consecutively_of 	 3 times
3 times 	 has_consecutively_of_reverse 	 button
sentence_list_3l6npk 	 talks_about 	 Sabbath Mode automatically turns off after 96 hours.
sentence_list_3l6npk 	 talks_about 	 Once turned on, Sabbath Mode is maintained even after a power outage.
sentence_list_3l6npk 	 talks_about 	 Selecting Sabbath Mode automatically turns off the Alarm functions.
Selecting Sabbath Mode automatically turns off the Alarm functions. 	 talks_about 	 Selecting Sabbath Mode
Selecting Sabbath Mode automatically turns off the Alarm functions. 	 talks_about 	 the Alarm functions
Selecting Sabbath Mode 	 automatically_turns_off 	 the Alarm functions
the Alarm functions 	 automatically_turns_off_reverse 	 Selecting Sabbath Mode
sentence_list_emsguf 	 talks_about 	 To turn Sabbath mode on, touch the display to activate Sabbath mode, then press and hold the Freezer and Vacation buttons for 3 seconds until appears in the display.
To turn Sabbath mode on, touch the display to activate Sabbath mode, then press and hold the Freezer and Vacation buttons for 3 seconds until appears in the display. 	 talks_about 	 Sabbath mode
To turn Sabbath mode on, touch the display to activate Sabbath mode, then press and hold the Freezer and Vacation buttons for 3 seconds until appears in the display. 	 talks_about 	 on touch the display to activate Sabbath mode then press and hold the Freezer and Vacation buttons for 3 seconds until appears in the display
Sabbath mode 	 should_be_turned_by 	 on touch the display to activate Sabbath mode then press and hold the Freezer and Vacation buttons for 3 seconds until appears in the display
sentence_list_emsguf 	 talks_about 	 To turn Sabbath mode off manually, press and hold the Freezer and Vacation buttons for 3 seconds.
To turn Sabbath mode off manually, press and hold the Freezer and Vacation buttons for 3 seconds. 	 talks_about 	 Sabbath mode
To turn Sabbath mode off manually, press and hold the Freezer and Vacation buttons for 3 seconds. 	 talks_about 	 off manually press and hold the Freezer and Vacation buttons for 3 seconds
Sabbath mode 	 should_be_turned_by 	 off manually press and hold the Freezer and Vacation buttons for 3 seconds
sentence_list_s7tkio 	 talks_about 	 Check a freezer guide or a reliable cookbook for further information about preparing food for freezing or food storage times.
sentence_list_s7tkio 	 talks_about 	 Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze.
sentence_list_s7tkio 	 talks_about 	 Cooling hot foods before freezing saves energy.
sentence_list_s7tkio 	 talks_about 	 If you are leaving home for a short period, like a short vacation, the refrigerator should be left on.
sentence_list_s7tkio 	 talks_about 	 Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.
sentence_list_s7tkio 	 talks_about 	 If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord.
sentence_list_s7tkio 	 talks_about 	 Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.
sentence_list_s7tkio 	 talks_about 	 Do not store food with high moisture content towards the top of the refrigerator.
sentence_list_s7tkio 	 talks_about 	 food with high moisture content could come in direct contact with the cold air and freeze.
sentence_list_s7tkio 	 talks_about 	 Wash food before storing food in the refrigerator.
sentence_list_s7tkio 	 talks_about 	 Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.
sentence_list_s7tkio 	 talks_about 	 If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form.
sentence_list_s7tkio 	 talks_about 	 Wipe off condensation with a clean cloth or a paper towel.
sentence_list_s7tkio 	 talks_about 	 If the refrigerator door or freezer drawer is opened or closed too often, warm air may penetrate the refrigerator and raise the refrigerator temperature.
sentence_list_s7tkio 	 talks_about 	 This can increase the running costs of the refrigerator.
If the refrigerator door or freezer drawer is opened or closed too often, warm air may penetrate the refrigerator and raise the refrigerator temperature. 	 talks_about 	 the refrigerator door or freezer drawer is opened or closed too often
If the refrigerator door or freezer drawer is opened or closed too often, warm air may penetrate the refrigerator and raise the refrigerator temperature. 	 talks_about 	 warm air may penetrate the refrigerator and raise the refrigerator temperature
warm air may penetrate the refrigerator and raise the refrigerator temperature 	 Condition 	 the refrigerator door or freezer drawer is opened or closed too often
the refrigerator door or freezer drawer is opened or closed too often 	 Follows 	 warm air may penetrate the refrigerator and raise the refrigerator temperature
the refrigerator door or freezer drawer is opened or closed too often 	 talks_about 	 the refrigerator door or freezer drawer
the refrigerator door or freezer drawer is opened or closed too often 	 talks_about 	 too often
the refrigerator door or freezer drawer 	 closed 	 too often
too often 	 closed_reverse 	 the refrigerator door or freezer drawer
sentence_list_c4rynj 	 talks_about 	 Store taller items, such as gallon containers or bottles, by pushing the front half of the shelf underneath the back half of the shelf.
sentence_list_c4rynj 	 talks_about 	 Pull the front half of the shelf forward to return to a full shelf.
Store taller items, such as gallon containers or bottles, by pushing the front half of the shelf underneath the back half of the shelf. 	 paraphrase 	 taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 taller items, such as gallon containers or bottles,
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as gallon containers or bottles, 	 should_be_stored 	 by pushing the front half of the shelf underneath the back half of the shelf
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 taller items, such as gallon containers or bottles
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 the back half of the shelf
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 the front half of the shelf
taller items, such as gallon containers or bottles, should be stored by pushing the front half of the shelf underneath the back half of the shelf 	 talks_about 	 pushing the front half of the shelf underneath the back half of the shelf
taller items, such as gallon containers or bottles 	 by_pushing_the_front_half_of_the_shelf_underneath 	 the back half of the shelf
taller items, such as gallon containers or bottles 	 by_pushing 	 the front half of the shelf
taller items, such as gallon containers or bottles 	 should_be_stored_by 	 pushing the front half of the shelf underneath the back half of the shelf
pushing the front half of the shelf underneath the back half of the shelf 	 should_be_stored_by_reverse 	 taller items, such as gallon containers or bottles
the front half of the shelf 	 by_pushing_reverse 	 taller items, such as gallon containers or bottles
the back half of the shelf 	 by_pushing_the_front_half_of_the_shelf_underneath_reverse 	 taller items, such as gallon containers or bottles
sentence_list_omwvwd 	 talks_about 	 Tilt the shelf at an angle and pull the shelf out.
sentence_list_omwvwd 	 talks_about 	 caution Make sure that shelves are level from one side to the other.
sentence_list_omwvwd 	 talks_about 	 Failure to do so may result in the shelf falling or spilled food.
sentence_list_n9c3m7 	 talks_about 	 Remove items from on top of the glass cover before removing the glass cover.
sentence_list_n9c3m7 	 talks_about 	 Take care when handling the glass cover.
sentence_list_n9c3m7 	 talks_about 	 There is still a risk of injury if the glass cover is broken, even though the glass cover is tempered glass.
sentence_list_n9c3m7 	 talks_about 	 Take care when removing or assembling the glass cover not to catch hands between the glass cover and the drawers.
Remove items from on top of the glass cover before removing the glass cover. 	 paraphrase 	 items should be removed from on top of the glass cover before removing the glass cover
items should be removed from on top of the glass cover before removing the glass cover 	 talks_about 	 items
items should be removed from on top of the glass cover before removing the glass cover 	 talks_about 	 from on top of the glass cover before removing the glass cover
items 	 should_be_removed 	 from on top of the glass cover before removing the glass cover
Take care when handling the glass cover. 	 talks_about 	 handling the glass cover
Take care when handling the glass cover. 	 talks_about 	 Take care
Take care 	 Synchronous 	 handling the glass cover
handling the glass cover 	 Synchronous 	 Take care
There is still a risk of injury if the glass cover is broken, even though the glass cover is tempered glass. 	 talks_about 	 the glass cover is broken
There is still a risk of injury if the glass cover is broken, even though the glass cover is tempered glass. 	 talks_about 	 There is still a risk of injury, even though the glass cover is tempered glass
There is still a risk of injury , even though the glass cover is tempered glass 	 Condition 	 the glass cover is broken
the glass cover is broken 	 Follows 	 There is still a risk of injury , even though the glass cover is tempered glass
Take care when removing or assembling the glass cover not to catch hands between the glass cover and the drawers. 	 talks_about 	 removing or assembling the glass cover not to catch hands between the glass cover and the drawers
Take care when removing or assembling the glass cover not to catch hands between the glass cover and the drawers. 	 talks_about 	 Take care
Take care 	 Synchronous 	 removing or assembling the glass cover not to catch hands between the glass cover and the drawers
removing or assembling the glass cover not to catch hands between the glass cover and the drawers 	 Synchronous 	 Take care
Take care 	 paraphrase 	 care should be taken
There is still a risk of injury , even though the glass cover is tempered glass 	 talks_about 	 even though the glass cover is tempered glass
There is still a risk of injury , even though the glass cover is tempered glass 	 talks_about 	 There is still a risk of injury
items should be removed from on top of the glass cover before removing the glass cover 	 talks_about 	 on top of the glass cover
items should be removed from on top of the glass cover before removing the glass cover 	 talks_about 	 removing the glass cover
on top of the glass cover 	 should_be_removed_from_reverse 	 items
items 	 should_be_removed_from_on_top_of_the_glass_cover_before 	 removing the glass cover
items 	 should_be_removed_from 	 on top of the glass cover
removing the glass cover 	 should_be_removed_from_on_top_of_the_glass_cover_before_reverse 	 items
sentence_list_s2rbcd 	 talks_about 	 Lift the front of one drawer to remove one drawer from one drawer guides and pull straight out.
sentence_list_s2rbcd 	 talks_about 	 Repeat to remove the second drawer.
sentence_list_s2rbcd 	 talks_about 	 Lift the front of the cover with one hand and support underneath the cover with the other hand.
sentence_list_s2rbcd 	 talks_about 	 Tilt the cover 45 degrees and pull the cover forward to remove the cover.
Lift the front of one drawer to remove one drawer from one drawer guides and pull straight out. 	 paraphrase 	 the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 the front of one drawer
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 to remove one drawer from one drawer guides and pull straight out
the front of one drawer 	 should_be_lifted 	 to remove one drawer from one drawer guides and pull straight out
Lift the front of the cover with one hand and support underneath the cover with the other hand. 	 paraphrase 	 the front of the cover should be lifted with one hand and support underneath the cover with the other hand
the front of the cover should be lifted with one hand and support underneath the cover with the other hand 	 talks_about 	 the front of the cover
the front of the cover should be lifted with one hand and support underneath the cover with the other hand 	 talks_about 	 with one hand and support underneath the cover with the other hand
the front of the cover 	 should_be_lifted 	 with one hand and support underneath the cover with the other hand
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 pull straight out
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 straight out
the front of one drawer should be lifted to remove one drawer from one drawer guides and pull straight out 	 talks_about 	 remove one drawer from one drawer guides
the front of one drawer 	 should_be_lifted_to 	 pull straight out
pull straight out 	 should_be_lifted_to_reverse 	 the front of one drawer
the front of one drawer 	 to_pull 	 straight out
the front of one drawer 	 should_be_lifted_to 	 remove one drawer from one drawer guides
remove one drawer from one drawer guides 	 should_be_lifted_to_reverse 	 the front of one drawer
straight out 	 to_pull_reverse 	 the front of one drawer
sentence_list_ow1srr 	 talks_about 	 Hold the cover at a 45-degree angle and insert the cover into the refrigerator.
sentence_list_ow1srr 	 talks_about 	 Supporting the cover with one hand, bring the cover to a horizontal position and lower the cover onto the guides.
sentence_list_ow1srr 	 talks_about 	 Push the cover back into place.
sentence_list_ow1srr 	 talks_about 	 Tilt up the front of one drawer and insert the rollers into the side guides.
sentence_list_ow1srr 	 talks_about 	 Lower one drawer and push one drawer in.
sentence_list_ow1srr 	 talks_about 	 Repeat with second drawer.
Push the cover back into place. 	 paraphrase 	 the cover should be pushed back into place
the cover should be pushed back into place 	 talks_about 	 the cover
the cover should be pushed back into place 	 talks_about 	 back into place
the cover 	 should_be_pushed 	 back into place
Supporting the cover with one hand, bring the cover to a horizontal position and lower the cover onto the guides. 	 talks_about 	 Supporting the cover with one hand
Supporting the cover with one hand, bring the cover to a horizontal position and lower the cover onto the guides. 	 talks_about 	 the cover
Supporting the cover with one hand, bring the cover to a horizontal position and lower the cover onto the guides. 	 talks_about 	 a horizontal position
Supporting the cover with one hand 	 bring 	 the cover
a horizontal position 	 bring_the_cover_to_reverse 	 Supporting the cover with one hand
the cover 	 bring_reverse 	 Supporting the cover with one hand
Supporting the cover with one hand 	 bring_the_cover_to 	 a horizontal position
back into place 	 should_be_pushed_reverse 	 the cover
sentence_list_eb2gxt 	 talks_about 	 Door Bins are removable for easy cleaning and adjustment.
Door Bins are removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy cleaning
Door Bins are removable for easy cleaning and adjustment. 	 talks_about 	 Door Bins
Door Bins are removable for easy cleaning and adjustment. 	 talks_about 	 removable for easy adjustment
removable for easy cleaning 	 are_reverse 	 Door Bins
Door Bins 	 are 	 removable for easy cleaning
Door Bins 	 are 	 removable for easy adjustment
removable for easy adjustment 	 are_reverse 	 Door Bins
sentence_list_bpcqoq 	 talks_about 	 To remove the bin, simply lift the bin up and pull straight out.
To remove the bin, simply lift the bin up and pull straight out. 	 talks_about 	 the bin
To remove the bin, simply lift the bin up and pull straight out. 	 talks_about 	 simply lift the bin up and pull straight out
the bin 	 should_be_removed_by 	 simply lift the bin up and pull straight out
sentence_list_bpcqoq 	 talks_about 	 To replace the bin, slide the bin in above the desired support and push down until the bin snaps into place.
To replace the bin, slide the bin in above the desired support and push down until the bin snaps into place. 	 talks_about 	 the bin
To replace the bin, slide the bin in above the desired support and push down until the bin snaps into place. 	 talks_about 	 slide the bin in above the desired support and push down until the bin snaps into place
the bin 	 should_be_replaced_by 	 slide the bin in above the desired support and push down until the bin snaps into place
sentence_list_ftlint 	 talks_about 	 Unpacking the Refrigerator Choosing the Proper Location Disassembling/Assembling Leveling and Door Alignment
Unpacking the Refrigerator Choosing the Proper Location Disassembling/Assembling Leveling and Door Alignment 	 talks_about 	 the Proper Location Disassembling/Assembling Leveling
Unpacking the Refrigerator Choosing the Proper Location Disassembling/Assembling Leveling and Door Alignment 	 talks_about 	 the Refrigerator
the Proper Location Disassembling/Assembling Leveling 	 Choosing_reverse 	 the Refrigerator
the Refrigerator 	 Choosing 	 the Proper Location Disassembling/Assembling Leveling
sentence_list_rmae2i 	 talks_about 	 Use an individual, grounded outlet115 Volts, 60 Hz, AC, 15 Amps minimum.
sentence_list_vxs7ci 	 talks_about 	 Check the dimensions of the appliance and the installation path to ensure there is sufficient room to move the refrigerator through doors or narrow openings.
sentence_list_vxs7ci 	 talks_about 	 If an opening is too narrow to fit the refrigerator through, remove the refrigerator doors.
sentence_list_vxs7ci 	 talks_about 	 See Removing/Assembling the Doors and Drawers in this manual.
sentence_list_vxs7ci 	 talks_about 	 The installation location chosen for the refrigerator should allow space behind the refrigerator for connections and airflow and space in front to open the Doors and Drawers.
sentence_list_vxs7ci 	 talks_about 	 Too small of a distance from adjacent items may result in lowered freezing capability and increased electricity consumption charges.
sentence_list_vxs7ci 	 talks_about 	 Allow at least 24 inches ( 610 mm ) in front of the refrigerator to open the doors, and at least 2 inches ( 50 mm ) between the back of the refrigerator and the wall.
