OPERATION 	 description 	 steps before use
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	 Leave enough space in the freezer
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	 how airtight moisture-proof
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	" Storage times will vary according to the quality and type of food , the type of packaging or wrap used and the storage temperature"
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	 Your freezer will not quick-freeze a large quantity of food
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	 than will freeze within 24 hours no more than 2 to 3 pounds of food per cubic foot of freezer space
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	 Do not put more unfrozen food into the freezer
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	 Ice crystals inside a sealed package are normal
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	 freezing
"['Your freezer will not quick-freeze a large quantity of food. Do not put more unfrozen food into the freezer than will freeze within 24 hours (no more than 2 to 3 pounds of food per cubic foot of freezer space). Leave enough space in the freezer for air to circulate around packages. Be careful to leave enough room at the front so the door can close tightly.', 'Storage times will vary according to the quality and type of food, the type of packaging or wrap used (how airtight and moisture-proof) and the storage temperature. Ice crystals inside a sealed package are normal. This simply means that moisture in the food and air inside the package have condensed, creating ice crystals', 'Allow hot foods to cool at room temperature for 30 minutes, and then package and freeze. Cooling hot foods before freezing saves energy.'] "	 talks about 	 Cooling hot foods saves energy
Be careful to leave enough room at the front 	 Result 	 the door can close tightly
"Storage times will vary according to the quality and type of food , the type of packaging or wrap used and the storage temperature "	 Conjunction 	 how airtight moisture-proof
Cooling hot foods saves energy 	 Precedence 	 freezing
"that moisture in the food air inside the package have condensed , creating ice crystals Allow hot foods to cool at room temperature for 30 minutes , package freeze "	 talks about 	 that moisture in the food air inside the package
"that moisture in the food air inside the package have condensed , creating ice crystals Allow hot foods to cool at room temperature for 30 minutes , package freeze "	 talks about 	 ice crystals
that moisture in the food air inside the package 	 creating 	 ice crystals
for air to circulate around packages 	 talks about 	 air
for air to circulate around packages 	 talks about 	 packages
air 	 to circulate 	 packages
Your freezer will not quick-freeze a large quantity of food 	 talks about 	 Your freezer
Your freezer will not quick-freeze a large quantity of food 	 talks about 	 freeze a large quantity of food
Your freezer 	 will not quick 	 freeze a large quantity of food
Ice crystals inside a sealed package are normal 	 talks about 	 Ice crystals inside a sealed package
Ice crystals inside a sealed package are normal 	 talks about 	 normal
Ice crystals inside a sealed package 	 are 	 normal
Cooling hot foods saves energy 	 talks about 	 Cooling hot foods
Cooling hot foods saves energy 	 talks about 	 energy
Cooling hot foods 	 saves 	 energy
"['Successful freezing depends on correct packaging. When you close and seal the package, it must not allow air or moisture in or out. If it does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.', 'Packaging recommendations are Rigid plastic containers with tight-fitting lids, Straight-sided canning/freezing jars, Heavy-duty aluminum foil, Plastic-coated paper, Non-permeable plastic wraps, Specified freezer-grade self-sealing plastic bags.', 'Follow package or container instructions for proper freezing methods.', 'Do not use Bread wrappers, Non-polyethylene plastic containers, Containers without tight lids, Wax paper or wax-coated freezer wrap, Thin, semi-permeable wrap.'] "	 talks about 	" Do not use Bread wrappers , Non-polyethylene plastic containers , Containers without tight lids , Wax paper or wax-coated freezer wrap , Thin , semi-permeable wrap"
"['Successful freezing depends on correct packaging. When you close and seal the package, it must not allow air or moisture in or out. If it does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.', 'Packaging recommendations are Rigid plastic containers with tight-fitting lids, Straight-sided canning/freezing jars, Heavy-duty aluminum foil, Plastic-coated paper, Non-permeable plastic wraps, Specified freezer-grade self-sealing plastic bags.', 'Follow package or container instructions for proper freezing methods.', 'Do not use Bread wrappers, Non-polyethylene plastic containers, Containers without tight lids, Wax paper or wax-coated freezer wrap, Thin, semi-permeable wrap.'] "	 talks about 	 you close seal the package
"['Successful freezing depends on correct packaging. When you close and seal the package, it must not allow air or moisture in or out. If it does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.', 'Packaging recommendations are Rigid plastic containers with tight-fitting lids, Straight-sided canning/freezing jars, Heavy-duty aluminum foil, Plastic-coated paper, Non-permeable plastic wraps, Specified freezer-grade self-sealing plastic bags.', 'Follow package or container instructions for proper freezing methods.', 'Do not use Bread wrappers, Non-polyethylene plastic containers, Containers without tight lids, Wax paper or wax-coated freezer wrap, Thin, semi-permeable wrap.'] "	 talks about 	 it must not allow air or moisture in or out
"['Successful freezing depends on correct packaging. When you close and seal the package, it must not allow air or moisture in or out. If it does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.', 'Packaging recommendations are Rigid plastic containers with tight-fitting lids, Straight-sided canning/freezing jars, Heavy-duty aluminum foil, Plastic-coated paper, Non-permeable plastic wraps, Specified freezer-grade self-sealing plastic bags.', 'Follow package or container instructions for proper freezing methods.', 'Do not use Bread wrappers, Non-polyethylene plastic containers, Containers without tight lids, Wax paper or wax-coated freezer wrap, Thin, semi-permeable wrap.'] "	 talks about 	" Packaging recommendations are Rigid plastic containers with tight-fitting lids , Straight-sided canning / freezing jars , Heavy-duty aluminum foil , Plastic-coated paper , Non-permeable plastic wraps , Specified freezer-grade self-sealing plastic bags"
"['Successful freezing depends on correct packaging. When you close and seal the package, it must not allow air or moisture in or out. If it does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.', 'Packaging recommendations are Rigid plastic containers with tight-fitting lids, Straight-sided canning/freezing jars, Heavy-duty aluminum foil, Plastic-coated paper, Non-permeable plastic wraps, Specified freezer-grade self-sealing plastic bags.', 'Follow package or container instructions for proper freezing methods.', 'Do not use Bread wrappers, Non-polyethylene plastic containers, Containers without tight lids, Wax paper or wax-coated freezer wrap, Thin, semi-permeable wrap.'] "	 talks about 	 Successful freezing depends on correct packaging
"['Successful freezing depends on correct packaging. When you close and seal the package, it must not allow air or moisture in or out. If it does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.', 'Packaging recommendations are Rigid plastic containers with tight-fitting lids, Straight-sided canning/freezing jars, Heavy-duty aluminum foil, Plastic-coated paper, Non-permeable plastic wraps, Specified freezer-grade self-sealing plastic bags.', 'Follow package or container instructions for proper freezing methods.', 'Do not use Bread wrappers, Non-polyethylene plastic containers, Containers without tight lids, Wax paper or wax-coated freezer wrap, Thin, semi-permeable wrap.'] "	 talks about 	 it does
"['Successful freezing depends on correct packaging. When you close and seal the package, it must not allow air or moisture in or out. If it does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.', 'Packaging recommendations are Rigid plastic containers with tight-fitting lids, Straight-sided canning/freezing jars, Heavy-duty aluminum foil, Plastic-coated paper, Non-permeable plastic wraps, Specified freezer-grade self-sealing plastic bags.', 'Follow package or container instructions for proper freezing methods.', 'Do not use Bread wrappers, Non-polyethylene plastic containers, Containers without tight lids, Wax paper or wax-coated freezer wrap, Thin, semi-permeable wrap.'] "	 talks about 	 you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food
"['Successful freezing depends on correct packaging. When you close and seal the package, it must not allow air or moisture in or out. If it does, you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food.', 'Packaging recommendations are Rigid plastic containers with tight-fitting lids, Straight-sided canning/freezing jars, Heavy-duty aluminum foil, Plastic-coated paper, Non-permeable plastic wraps, Specified freezer-grade self-sealing plastic bags.', 'Follow package or container instructions for proper freezing methods.', 'Do not use Bread wrappers, Non-polyethylene plastic containers, Containers without tight lids, Wax paper or wax-coated freezer wrap, Thin, semi-permeable wrap.'] "	 talks about 	 Follow package or container instructions for proper freezing methods
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 Condition 	 it does
it does 	 take action 	 you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food
it must not allow air or moisture in or out 	 talks about 	 it
it must not allow air or moisture in or out 	 talks about 	 air or moisture in or out
it 	 must not allow 	 air or moisture in or out
"Packaging recommendations are Rigid plastic containers with tight-fitting lids , Straight-sided canning / freezing jars , Heavy-duty aluminum foil , Plastic-coated paper , Non-permeable plastic wraps , Specified freezer-grade self-sealing plastic bags "	 talks about 	 Packaging recommendations
"Packaging recommendations are Rigid plastic containers with tight-fitting lids , Straight-sided canning / freezing jars , Heavy-duty aluminum foil , Plastic-coated paper , Non-permeable plastic wraps , Specified freezer-grade self-sealing plastic bags "	 talks about 	" Rigid plastic containers with tight-fitting lids , Straight-sided canning / freezing jars , Heavy-duty aluminum foil , Plastic-coated paper , Non-permeable plastic wraps , Specified freezer-grade self-sealing plastic bags"
Packaging recommendations 	 are 	" Rigid plastic containers with tight-fitting lids , Straight-sided canning / freezing jars , Heavy-duty aluminum foil , Plastic-coated paper , Non-permeable plastic wraps , Specified freezer-grade self-sealing plastic bags"
Successful freezing depends on correct packaging 	 talks about 	 Successful freezing
Successful freezing depends on correct packaging 	 talks about 	 correct packaging
Successful freezing 	 depends on 	 correct packaging
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks about 	 you
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks about 	 taste transfer throughout the refrigerator
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks about 	 you
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks about 	 frozen food
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks about 	 you
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks about 	 the refrigerator
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks about 	 you
you could have food odor and taste transfer throughout the refrigerator and could also dry out frozen food 	 talks about 	 food odor
you 	 could have 	 taste transfer throughout the refrigerator
you 	 could dry out 	 frozen food
you 	 could have food odor throughout 	 the refrigerator
you 	 could have 	 food odor
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	" Clean the interior , and leave the door open to prevent fungi from growing in the refrigerator"
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 food packaging should be wiped down to prevent adjacent foods from being contaminated
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 Vegetables should be washed
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 the refrigerator is kept in a hot humid place
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 doors are opened closed too often
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 warm air may penetrate the refrigerator and raise its temperature
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 you are leaving the refrigerator turned off for an extended period
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 remove all food and unplug the power cord
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 This can increase the running costs of the unit
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	" If you are leaving home for a short period , like a short vacation , the refrigerator should be left on"
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 Wash food before storing it in the refrigerator
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 Do not store food with high moisture content towards the top of the refrigerator
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 that are able to be frozen
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 Refrigerated foods will stay preserved longer if stored in the freezer
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 Wipe off the condensation with a clean cloth or a paper towel
"['If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer.', 'If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. Clean the interior, and leave the door open to prevent fungi from growing in the refrigerator.', 'Do not store food with high moisture content towards the top of the refrigerator. The moisture could come into direct contact with the cold air and freeze.', 'Wash food before storing it in the refrigerator. Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated.', 'If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. Wipe off the condensation with a clean cloth or a paper towel.', 'If doors are opened or closed too often, warm air may penetrate the refrigerator and raise its temperature. This can increase the running costs of the unit.'] "	 talks about 	 The moisture could come into direct contact with the cold air and freeze
Vegetables should be washed 	 Conjunction 	 food packaging should be wiped down to prevent adjacent foods from being contaminated
remove all food and unplug the power cord 	 Condition 	 you are leaving the refrigerator turned off for an extended period
you are leaving the refrigerator turned off for an extended period 	 take action 	 remove all food and unplug the power cord
food packaging should be wiped down to prevent adjacent foods from being contaminated 	 talks about 	 food packaging
food packaging should be wiped down to prevent adjacent foods from being contaminated 	 talks about 	 prevent adjacent foods from being contaminated
food packaging 	 should be wiped down to 	 prevent adjacent foods from being contaminated
the refrigerator is kept in a hot humid place 	 talks about 	 the refrigerator
